 userid |   ddate    | tpos | lengthh 
   1348 | 2014-02-14 |   64 |      13
   1348 | 2014-02-10 |   14 |      13
   1348 | 2014-02-12 |   38 |      13
   1348 | 2014-02-13 |   51 |      13
   1349 | 2014-02-12 |   26 |      19
   1350 | 2014-02-09 |    4 |      15
   1351 | 2014-02-17 |   88 |      17
   1352 | 2014-02-14 |   57 |      15
   1353 | 2014-02-11 |   21 |      15
   1354 | 2014-02-09 |    3 |      14
   1354 | 2014-02-16 |   80 |      14
   1355 | 2014-02-13 |   40 |      17
   1356 | 2014-02-09 |    8 |      15
   1357 | 2014-02-09 |    3 |      16
   1358 | 2014-02-13 |   31 |      11
   1358 | 2014-02-16 |   62 |      11
   1358 | 2014-02-14 |   42 |      11
   1359 | 2014-02-14 |   44 |      14
   1360 | 2014-02-11 |   28 |      13
   1361 | 2014-02-15 |   59 |      14
   1362 | 2014-02-17 |   78 |      15
   1363 | 2014-02-16 |   63 |      16
   1364 | 2014-02-10 |   16 |      16
   1365 | 2014-02-17 |   92 |      15
   1366 | 2014-02-16 |   73 |      18
   1367 | 2014-02-16 |   77 |      16
   1368 | 2014-02-14 |   50 |      16
   1368 | 2014-02-15 |   66 |      16
   1369 | 2014-02-10 |   14 |      14
   1370 | 2014-02-09 |    6 |      14
   1371 | 2014-02-11 |   24 |      13
   1372 | 2014-02-15 |   69 |      15
   1373 | 2014-02-11 |   19 |      18
   1374 | 2014-02-13 |   56 |      18
   1375 | 2014-02-17 |   85 |      12
   1375 | 2014-02-16 |   73 |      12
   1376 | 2014-02-16 |   70 |      14
   1377 | 2014-02-16 |   81 |      15
   1378 | 2014-02-11 |   20 |      14
   1379 | 2014-02-09 |    3 |      18
   1380 | 2014-02-11 |   21 |      14
   1381 | 2014-02-14 |   47 |      13
   1381 | 2014-02-15 |   60 |      13
   1382 | 2014-02-17 |   83 |      14
   1382 | 2014-02-12 |   38 |      14
   1383 | 2014-02-15 |   59 |      13
   1384 | 2014-02-13 |   34 |      16
   1385 | 2014-02-13 |   63 |      16
   1385 | 2014-02-12 |   47 |      16
   1385 | 2014-02-11 |   31 |      16
   1386 | 2014-02-11 |   29 |      14
   1387 | 2014-02-16 |   69 |      15
   1388 | 2014-02-16 |   64 |      13
   1389 | 2014-02-11 |   36 |      17
   1390 | 2014-02-11 |   24 |      18
   1391 | 2014-02-17 |   95 |      16
   1392 | 2014-02-15 |   67 |      17
   1393 | 2014-02-17 |   84 |      17
   1394 | 2014-02-11 |   23 |      18
   1395 | 2014-02-10 |   18 |      16
   1396 | 2014-02-15 |   81 |      20
   1397 | 2014-02-13 |   44 |      11
   1397 | 2014-02-14 |   55 |      11
   1397 | 2014-02-12 |   33 |      11
   1398 | 2014-02-09 |    3 |      15
   1399 | 2014-02-09 |    5 |      18
   1400 | 2014-02-16 |   61 |      14
   1401 | 2014-02-14 |   51 |      14
   1402 | 2014-02-15 |   79 |      15
   1403 | 2014-02-09 |    5 |      16
   1404 | 2014-02-14 |   49 |      15
   1405 | 2014-02-14 |   60 |      14
   1406 | 2014-02-17 |   83 |      17
   1407 | 2014-02-15 |   68 |      17
   1408 | 2014-02-15 |   69 |      14
   1409 | 2014-02-14 |   57 |      14
   1410 | 2014-02-15 |   53 |      16
   1411 | 2014-02-09 |    6 |      15
   1412 | 2014-02-13 |   58 |      13
   1412 | 2014-02-12 |   45 |      13
   1412 | 2014-02-10 |   21 |      13
   1413 | 2014-02-12 |   40 |      17
   1414 | 2014-02-17 |   75 |      14
   1415 | 2014-02-10 |   17 |      16
   1416 | 2014-02-16 |   64 |      13
   1417 | 2014-02-15 |   63 |      13
   1418 | 2014-02-11 |   32 |      14
   1419 | 2014-02-09 |    2 |      14
   1420 | 2014-02-12 |   29 |      16
   1421 | 2014-02-15 |   84 |      16
   1422 | 2014-02-13 |   53 |      15
   1423 | 2014-02-09 |   10 |      18
   1424 | 2014-02-15 |   70 |      13
   1424 | 2014-02-09 |    9 |      13
   1424 | 2014-02-17 |   90 |      13
   1424 | 2014-02-14 |   57 |      13
   1425 | 2014-02-11 |   28 |      16
   1426 | 2014-02-15 |   63 |      17
   1427 | 2014-02-16 |   72 |      15
   1428 | 2014-02-12 |   29 |      13
   1429 | 2014-02-16 |   63 |      11
   1430 | 2014-02-15 |   72 |      15
   1431 | 2014-02-17 |   65 |      11
   1432 | 2014-02-09 |    3 |      14
   1433 | 2014-02-10 |   14 |      19
   1434 | 2014-02-13 |   37 |      15
   1435 | 2014-02-15 |   70 |      14
   1436 | 2014-02-12 |   32 |      15
   1437 | 2014-02-15 |   67 |      17
   1438 | 2014-02-14 |   46 |      14
   1439 | 2014-02-17 |   95 |      15
   1440 | 2014-02-16 |   78 |      16
   1441 | 2014-02-17 |   91 |      17
   1442 | 2014-02-14 |   61 |      15
   1443 | 2014-02-10 |   13 |      17
   1444 | 2014-02-10 |   17 |      18
   1445 | 2014-02-11 |   34 |      13
   1445 | 2014-02-10 |   21 |      13
   1445 | 2014-02-09 |    8 |      13
   1445 | 2014-02-16 |   83 |      13
   1446 | 2014-02-15 |   70 |      17
   1447 | 2014-02-16 |   73 |      15
   1448 | 2014-02-16 |   74 |      13
   1449 | 2014-02-09 |    8 |      16
   1450 | 2014-02-16 |   74 |      19
   1451 | 2014-02-15 |   62 |      14
   1451 | 2014-02-12 |   29 |      14
   1452 | 2014-02-17 |   85 |      13
   1452 | 2014-02-11 |   24 |      13
   1453 | 2014-02-14 |   54 |      19
   1454 | 2014-02-09 |    8 |      14
   1455 | 2014-02-16 |   84 |      14
   1455 | 2014-02-14 |   58 |      14
   1455 | 2014-02-11 |   25 |      14
   1456 | 2014-02-14 |   55 |      16
   1457 | 2014-02-15 |   60 |      18
   1458 | 2014-02-16 |   65 |      18
   1459 | 2014-02-09 |    8 |      14
   1460 | 2014-02-09 |    8 |      15
   1461 | 2014-02-17 |   78 |      16
   1462 | 2014-02-14 |   56 |      18
   1463 | 2014-02-15 |   66 |      19
   1464 | 2014-02-14 |   65 |      17
   1465 | 2014-02-09 |    6 |      17
   1466 | 2014-02-14 |   52 |      14
   1467 | 2014-02-17 |   82 |      16
   1468 | 2014-02-15 |   62 |      15
   1469 | 2014-02-14 |   45 |      16
   1470 | 2014-02-10 |   14 |      16
   1471 | 2014-02-14 |   53 |      18
   1472 | 2014-02-14 |   55 |      14
   1472 | 2014-02-11 |   27 |      14
   1473 | 2014-02-10 |   22 |      15
   1474 | 2014-02-09 |    7 |      16
   1475 | 2014-02-13 |   45 |      19
   1476 | 2014-02-13 |   43 |      17
   1477 | 2014-02-09 |    4 |      14
   1478 | 2014-02-09 |    8 |      12
   1478 | 2014-02-11 |   30 |      12
   1478 | 2014-02-16 |   74 |      12
   1479 | 2014-02-11 |   23 |      16
   1480 | 2014-02-12 |   33 |      17
   1481 | 2014-02-16 |   59 |      12
   1481 | 2014-02-17 |   71 |      12
   1482 | 2014-02-14 |   66 |      18
   1483 | 2014-02-15 |   64 |      16
   1484 | 2014-02-10 |   18 |      15
   1485 | 2014-02-14 |   51 |      13
   1486 | 2014-02-11 |   23 |      17
   1487 | 2014-02-13 |   38 |      15
   1488 | 2014-02-12 |   31 |      15
   1489 | 2014-02-11 |   29 |      11
   1490 | 2014-02-10 |   20 |      19
   1491 | 2014-02-16 |   79 |      18
   1492 | 2014-02-15 |   54 |      12
   1492 | 2014-02-16 |   66 |      12
   1493 | 2014-02-09 |    6 |      13
   1494 | 2014-02-09 |    2 |      14
   1495 | 2014-02-09 |    6 |      13
   1495 | 2014-02-11 |   28 |      13
   1495 | 2014-02-13 |   51 |      13
   1496 | 2014-02-12 |   33 |      15
   1497 | 2014-02-16 |   64 |      14
   1498 | 2014-02-11 |   25 |      13
   1499 | 2014-02-10 |   20 |      16
   1500 | 2014-02-17 |   79 |      16
   1501 | 2014-02-11 |   32 |      15
   1502 | 2014-02-10 |   19 |      17
   1503 | 2014-02-15 |   55 |      12
   1504 | 2014-02-12 |   37 |      14
   1505 | 2014-02-10 |   16 |      13
   1506 | 2014-02-14 |   43 |      13
   1507 | 2014-02-12 |   47 |      14
   1508 | 2014-02-15 |   53 |      11
   1509 | 2014-02-08 |    0 |      11
   1509 | 2014-02-09 |   11 |      11
   1509 | 2014-02-11 |   32 |      11
   1509 | 2014-02-17 |   69 |      11
   1510 | 2014-02-11 |   19 |      19
   1511 | 2014-02-09 |    7 |      14
   1512 | 2014-02-11 |   27 |      12
   1513 | 2014-02-16 |   55 |      13
   1514 | 2014-02-16 |   81 |      17
   1515 | 2014-02-14 |   62 |      16
   1516 | 2014-02-17 |   76 |      14
   1517 | 2014-02-15 |   69 |      16
   1518 | 2014-02-09 |    4 |      16
   1519 | 2014-02-14 |   46 |      11
   1520 | 2014-02-13 |   44 |      18
   1521 | 2014-02-13 |   37 |      19
   1522 | 2014-02-12 |   32 |      17
   1523 | 2014-02-11 |   23 |      13
   1524 | 2014-02-15 |   59 |      13
   1525 | 2014-02-11 |   18 |      13
   1525 | 2014-02-12 |   31 |      13
   1526 | 2014-02-13 |   54 |      15
   1527 | 2014-02-14 |   34 |      12
   1528 | 2014-02-17 |   71 |      14
   1529 | 2014-02-12 |   34 |      15
   1530 | 2014-02-14 |   61 |      15
   1531 | 2014-02-16 |   66 |      14
   1532 | 2014-02-13 |   33 |      12
   1533 | 2014-02-10 |   18 |      13
   1534 | 2014-02-15 |   67 |      16
   1535 | 2014-02-16 |   57 |      10
   1535 | 2014-02-10 |   12 |      10
   1535 | 2014-02-17 |   67 |      10
   1536 | 2014-02-12 |   35 |      14
   1537 | 2014-02-10 |   21 |      14
   1537 | 2014-02-09 |    7 |      14
   1538 | 2014-02-14 |   51 |      12
   1538 | 2014-02-09 |    3 |      12
   1538 | 2014-02-13 |   39 |      12
   1539 | 2014-02-16 |   77 |      14
   1539 | 2014-02-13 |   47 |      14
   1540 | 2014-02-13 |   41 |      14
   1541 | 2014-02-10 |   10 |      14
   1542 | 2014-02-11 |   23 |      14
   1543 | 2014-02-17 |   90 |      19
   1544 | 2014-02-11 |   25 |      18
   1545 | 2014-02-17 |   89 |      13
   1545 | 2014-02-09 |   10 |      13
   1545 | 2014-02-14 |   58 |      13
   1546 | 2014-02-11 |   24 |      12
   1547 | 2014-02-16 |   56 |      15
   1548 | 2014-02-11 |   34 |      19
   1549 | 2014-02-17 |   86 |      18
   1550 | 2014-02-17 |  104 |      16
   1551 | 2014-02-17 |   79 |      14
   1551 | 2014-02-09 |    4 |      14
   1552 | 2014-02-10 |   18 |      11
   1552 | 2014-02-16 |   74 |      11
   1553 | 2014-02-12 |   38 |      16
   1554 | 2014-02-16 |   68 |      16
   1555 | 2014-02-15 |   41 |      12
   1556 | 2014-02-11 |   29 |      14
   1557 | 2014-02-11 |   27 |      17
   1558 | 2014-02-10 |   19 |      14
   1559 | 2014-02-10 |   15 |      16
   1560 | 2014-02-13 |   40 |      13
   1561 | 2014-02-14 |   48 |      16
   1561 | 2014-02-11 |   14 |      16
   1562 | 2014-02-09 |    4 |      13
   1563 | 2014-02-10 |   16 |      12
   1564 | 2014-02-16 |   64 |      12
   1565 | 2014-02-17 |   75 |      14
   1566 | 2014-02-11 |   32 |      15
   1567 | 2014-02-13 |   44 |      15
   1568 | 2014-02-10 |   19 |      12
   1568 | 2014-02-17 |   90 |      12
   1568 | 2014-02-16 |   78 |      12
   1569 | 2014-02-13 |   47 |      13
   1570 | 2014-02-15 |   76 |      14
   1570 | 2014-02-09 |    8 |      14
   1571 | 2014-02-09 |    5 |      15
   1572 | 2014-02-09 |    6 |      14
   1573 | 2014-02-12 |   31 |      16
   1574 | 2014-02-12 |   19 |      14
   1574 | 2014-02-16 |   55 |      14
   1575 | 2014-02-11 |   29 |      18
   1576 | 2014-02-09 |    4 |      12
   1576 | 2014-02-13 |   43 |      12
   1577 | 2014-02-10 |   22 |      17
   1578 | 2014-02-16 |   77 |      14
   1578 | 2014-02-12 |   39 |      14
   1579 | 2014-02-10 |   20 |      13
   1580 | 2014-02-11 |   27 |      12
   1581 | 2014-02-09 |    5 |      14
   1582 | 2014-02-10 |   12 |      15
   1583 | 2014-02-11 |   29 |      14
   1584 | 2014-02-12 |   38 |      13
   1585 | 2014-02-10 |    5 |      15
   1586 | 2014-02-10 |   12 |      14
   1587 | 2014-02-10 |   19 |      16
   1588 | 2014-02-14 |   57 |      15
   1588 | 2014-02-09 |    8 |      15
   1589 | 2014-02-11 |   27 |      15
   1590 | 2014-02-11 |   26 |      12
   1590 | 2014-02-13 |   48 |      12
   1591 | 2014-02-13 |   39 |      13
   1592 | 2014-02-16 |   82 |      13
   1592 | 2014-02-14 |   57 |      13
   1592 | 2014-02-12 |   34 |      13
   1593 | 2014-02-11 |   27 |      19
   1594 | 2014-02-12 |   35 |      13
   1594 | 2014-02-17 |   80 |      13
   1595 | 2014-02-13 |   46 |      17
   1596 | 2014-02-12 |   42 |      14
   1597 | 2014-02-16 |   65 |      12
   1598 | 2014-02-10 |   18 |      16
   1599 | 2014-02-10 |   12 |      19
   1600 | 2014-02-17 |   80 |      15
   1601 | 2014-02-12 |   31 |      16
   1602 | 2014-02-10 |   18 |      19
   1603 | 2014-02-10 |   14 |      15
   1604 | 2014-02-09 |    7 |      15
   1605 | 2014-02-14 |   57 |      18
   1606 | 2014-02-12 |   28 |      15
   1607 | 2014-02-12 |   34 |      12
   1608 | 2014-02-16 |   77 |      18
   1609 | 2014-02-15 |   77 |      21
   1610 | 2014-02-10 |   16 |      14
   1611 | 2014-02-14 |   44 |      15
   1612 | 2014-02-13 |   46 |      12
   1613 | 2014-02-13 |   41 |      15
   1614 | 2014-02-10 |   17 |      14
   1614 | 2014-02-13 |   48 |      14
   1615 | 2014-02-17 |   97 |      18
   1616 | 2014-02-11 |   29 |      14
   1616 | 2014-02-16 |   79 |      14
   1617 | 2014-02-10 |   16 |      12
   1617 | 2014-02-15 |   55 |      12
   1618 | 2014-02-15 |   57 |      14
   1619 | 2014-02-10 |   21 |      15
   1619 | 2014-02-12 |   43 |      15
   1620 | 2014-02-13 |   45 |      13
   1620 | 2014-02-12 |   32 |      13
   1621 | 2014-02-12 |   35 |      12
   1622 | 2014-02-10 |   17 |      15
   1623 | 2014-02-16 |   76 |      16
   1624 | 2014-02-16 |   72 |      13
   1625 | 2014-02-11 |   28 |      13
   1626 | 2014-02-16 |   60 |      15
   1627 | 2014-02-09 |    8 |      16
   1628 | 2014-02-15 |   76 |      16
   1629 | 2014-02-15 |   69 |      14
   1630 | 2014-02-09 |   10 |      14
   1630 | 2014-02-15 |   61 |      14
   1631 | 2014-02-15 |   58 |      16
   1632 | 2014-02-17 |   72 |      11
   1633 | 2014-02-14 |   56 |      16
   1634 | 2014-02-14 |   42 |      12
   1635 | 2014-02-16 |   77 |      13
   1635 | 2014-02-17 |   90 |      13
   1635 | 2014-02-10 |   15 |      13
   1636 | 2014-02-17 |   93 |      16
   1637 | 2014-02-11 |   19 |      14
   1638 | 2014-02-16 |   75 |      13
   1639 | 2014-02-09 |    8 |      16
   1640 | 2014-02-12 |   40 |      14
   1640 | 2014-02-10 |   17 |      14
   1641 | 2014-02-16 |   86 |      18
   1642 | 2014-02-11 |   17 |      13
   1643 | 2014-02-13 |   41 |      16
   1644 | 2014-02-12 |   46 |      16
   1645 | 2014-02-14 |   51 |      15
   1646 | 2014-02-17 |  104 |      14
   1646 | 2014-02-11 |   34 |      14
   1647 | 2014-02-13 |   52 |      19
   1648 | 2014-02-09 |    6 |      14
   1649 | 2014-02-13 |   48 |      14
   1650 | 2014-02-13 |   50 |      14
   1651 | 2014-02-10 |   13 |      15
   1652 | 2014-02-09 |    5 |      18
   1653 | 2014-02-11 |   20 |      16
   1654 | 2014-02-13 |   55 |      17
   1655 | 2014-02-12 |   31 |      14
   1656 | 2014-02-13 |   36 |      14
   1656 | 2014-02-15 |   58 |      14
   1657 | 2014-02-12 |   37 |      14
   1658 | 2014-02-15 |   59 |      14
   1659 | 2014-02-10 |   16 |      18
   1660 | 2014-02-14 |   42 |      15
   1661 | 2014-02-09 |    6 |      15
   1662 | 2014-02-13 |   42 |      16
   1663 | 2014-02-16 |   68 |      14
   1664 | 2014-02-12 |   43 |      17
   1665 | 2014-02-16 |   75 |      17
   1666 | 2014-02-12 |   26 |      13
   1666 | 2014-02-14 |   45 |      13
   1667 | 2014-02-16 |   80 |      14
   1668 | 2014-02-14 |   55 |      15
   1669 | 2014-02-13 |   33 |      12
   1669 | 2014-02-17 |   68 |      12
   1670 | 2014-02-14 |   57 |      14
   1671 | 2014-02-15 |   69 |      15
   1672 | 2014-02-14 |   51 |      13
   1673 | 2014-02-14 |   56 |      12
   1673 | 2014-02-13 |   44 |      12
   1674 | 2014-02-17 |   72 |      12
   1675 | 2014-02-15 |   66 |      15
   1676 | 2014-02-13 |   58 |      18
   1677 | 2014-02-12 |   36 |      16
   1678 | 2014-02-16 |   69 |      17
   1679 | 2014-02-15 |   62 |      14
   1680 | 2014-02-10 |   14 |      18
   1681 | 2014-02-15 |   53 |      16
   1681 | 2014-02-17 |   81 |      16
   1682 | 2014-02-16 |   86 |      14
   1683 | 2014-02-14 |   59 |      15
   1684 | 2014-02-17 |   60 |      18
   1685 | 2014-02-17 |   84 |      17
   1686 | 2014-02-15 |   44 |      15
   1687 | 2014-02-12 |   38 |      14
   1688 | 2014-02-16 |   73 |      14
   1689 | 2014-02-17 |   76 |      17
   1690 | 2014-02-09 |    5 |      14
   1691 | 2014-02-14 |   57 |      16
   1692 | 2014-02-12 |   32 |      12
   1693 | 2014-02-09 |    3 |      14
   1694 | 2014-02-10 |   16 |      11
   1695 | 2014-02-14 |   55 |      17
   1696 | 2014-02-10 |   19 |      14
   1697 | 2014-02-11 |   17 |      17
   1698 | 2014-02-11 |   34 |      18
   1699 | 2014-02-16 |   65 |      13
   1700 | 2014-02-13 |   45 |      13
   1701 | 2014-02-12 |   35 |      14
   1702 | 2014-02-12 |   24 |      16
   1703 | 2014-02-13 |   36 |      11
   1704 | 2014-02-12 |   29 |      16
   1705 | 2014-02-15 |   46 |      11
   1706 | 2014-02-09 |    7 |      15
   1706 | 2014-02-14 |   63 |      15
   1707 | 2014-02-14 |   53 |      17
   1708 | 2014-02-17 |   94 |      15
   1708 | 2014-02-11 |   30 |      15
   1708 | 2014-02-10 |   15 |      15
   1709 | 2014-02-17 |   82 |      16
   1709 | 2014-02-09 |    2 |      16
   1710 | 2014-02-16 |   84 |      16
   1711 | 2014-02-17 |   73 |      16
   1712 | 2014-02-16 |   76 |      14
   1713 | 2014-02-09 |    7 |      16
   1714 | 2014-02-13 |   47 |      14
   1715 | 2014-02-11 |   24 |      13
   1716 | 2014-02-11 |   17 |      15
   1716 | 2014-02-14 |   54 |      15
   1717 | 2014-02-15 |   66 |      14
   1718 | 2014-02-17 |   86 |      16
   1719 | 2014-02-16 |   72 |      12
   1719 | 2014-02-17 |   84 |      12
   1719 | 2014-02-14 |   54 |      12
   1719 | 2014-02-13 |   42 |      12
   1720 | 2014-02-11 |   21 |      15
   1721 | 2014-02-14 |   51 |      14
   1722 | 2014-02-13 |   36 |      13
   1722 | 2014-02-14 |   49 |      13
   1723 | 2014-02-14 |   52 |      15
   1724 | 2014-02-10 |   10 |      15
   1724 | 2014-02-11 |   25 |      15
   1725 | 2014-02-11 |   17 |      13
   1725 | 2014-02-17 |   78 |      13
   1726 | 2014-02-14 |   54 |      16
   1727 | 2014-02-11 |   32 |      20
   1728 | 2014-02-14 |   60 |      13
   1729 | 2014-02-10 |   21 |      16
   1730 | 2014-02-14 |   70 |      15
   1731 | 2014-02-13 |   45 |      15
   1732 | 2014-02-17 |   64 |      12
   1733 | 2014-02-09 |    5 |      14
   1734 | 2014-02-17 |   78 |      14
   1735 | 2014-02-17 |   65 |      14
   1736 | 2014-02-10 |   12 |      14
   1737 | 2014-02-11 |   27 |      17
   1738 | 2014-02-10 |   13 |      12
   1739 | 2014-02-15 |   75 |      18
   1740 | 2014-02-09 |    5 |      13
   1740 | 2014-02-15 |   70 |      13
   1741 | 2014-02-10 |   10 |      14
   1742 | 2014-02-11 |   25 |      13
   1743 | 2014-02-10 |   16 |      15
   1744 | 2014-02-16 |   69 |      12
   1744 | 2014-02-11 |   18 |      12
   1745 | 2014-02-12 |   24 |      17
   1746 | 2014-02-15 |   49 |      15
   1747 | 2014-02-12 |   28 |      15
   1748 | 2014-02-15 |   67 |      17
   1749 | 2014-02-09 |    5 |      14
   1750 | 2014-02-09 |    6 |      14
   1751 | 2014-02-16 |   73 |      15
   1751 | 2014-02-10 |   14 |      15
   1752 | 2014-02-13 |   38 |      14
   1753 | 2014-02-11 |   28 |      14
   1753 | 2014-02-10 |   14 |      14
   1753 | 2014-02-17 |   77 |      14
   1754 | 2014-02-11 |   27 |      12
   1755 | 2014-02-17 |   86 |      14
   1756 | 2014-02-11 |   21 |      14
   1757 | 2014-02-16 |   72 |      19
   1758 | 2014-02-11 |   25 |      16
   1759 | 2014-02-09 |    5 |      17
   1760 | 2014-02-15 |   52 |      13
   1761 | 2014-02-14 |   53 |      13
   1761 | 2014-02-13 |   40 |      13
   1762 | 2014-02-10 |   20 |      14
   1763 | 2014-02-17 |   71 |      14
   1764 | 2014-02-12 |   31 |      15
   1765 | 2014-02-10 |   12 |      13
   1766 | 2014-02-13 |   38 |      13
   1767 | 2014-02-16 |   56 |      11
   1767 | 2014-02-15 |   45 |      11
   1768 | 2014-02-11 |   25 |      15
   1769 | 2014-02-10 |   15 |      14
   1770 | 2014-02-15 |   55 |      12
   1771 | 2014-02-10 |   15 |      14
   1772 | 2014-02-15 |   65 |      13
   1772 | 2014-02-16 |   78 |      13
   1772 | 2014-02-14 |   52 |      13
   1773 | 2014-02-14 |   35 |      10
   1774 | 2014-02-15 |   70 |      19
   1775 | 2014-02-11 |   28 |      14
   1776 | 2014-02-09 |    3 |      13
   1777 | 2014-02-17 |   86 |      15
   1778 | 2014-02-10 |   21 |      15
   1779 | 2014-02-14 |   58 |      17
   1780 | 2014-02-10 |   22 |      16
   1781 | 2014-02-11 |   19 |      11
   1781 | 2014-02-17 |   69 |      11
   1781 | 2014-02-12 |   30 |      11
   1782 | 2014-02-13 |   49 |      16
   1783 | 2014-02-16 |   75 |      15
   1784 | 2014-02-12 |   38 |      18
   1785 | 2014-02-13 |   36 |      13
   1786 | 2014-02-11 |   30 |      14
   1787 | 2014-02-16 |   67 |      14
   1788 | 2014-02-13 |   43 |      14
   1789 | 2014-02-16 |   71 |      12
   1790 | 2014-02-11 |   22 |      13
   1791 | 2014-02-12 |   27 |      14
   1792 | 2014-02-12 |   28 |      13
   1793 | 2014-02-15 |   50 |      17
   1794 | 2014-02-10 |   17 |      16
   1794 | 2014-02-17 |   87 |      16
   1794 | 2014-02-09 |    1 |      16
   1795 | 2014-02-13 |   38 |      15
   1796 | 2014-02-11 |   20 |      15
   1797 | 2014-02-09 |    3 |      17
   1798 | 2014-02-15 |   63 |      16
   1799 | 2014-02-13 |   35 |      15
   1800 | 2014-02-17 |   71 |      14
   1801 | 2014-02-15 |   57 |      14
   1802 | 2014-02-12 |   24 |      14
   1803 | 2014-02-16 |   73 |      22
   1804 | 2014-02-13 |   41 |      15
   1805 | 2014-02-13 |   36 |      14
   1806 | 2014-02-11 |   31 |      17
   1806 | 2014-02-16 |   90 |      17
   1807 | 2014-02-17 |   83 |      13
   1808 | 2014-02-16 |   90 |      16
   1809 | 2014-02-10 |   13 |      15
   1810 | 2014-02-11 |   18 |      14
   1811 | 2014-02-13 |   54 |      16
   1812 | 2014-02-17 |   99 |      17
   1812 | 2014-02-13 |   51 |      17
   1813 | 2014-02-14 |   53 |      14
   1813 | 2014-02-13 |   39 |      14
   1814 | 2014-02-15 |   57 |      16
   1815 | 2014-02-09 |    4 |      16
   1816 | 2014-02-09 |    3 |      15
   1817 | 2014-02-15 |   52 |      16
   1818 | 2014-02-11 |   20 |      12
   1818 | 2014-02-12 |   32 |      12
   1819 | 2014-02-17 |   77 |      18
   1820 | 2014-02-11 |   23 |      14
   1821 | 2014-02-15 |   57 |      11
   1822 | 2014-02-10 |   18 |      17
   1823 | 2014-02-15 |   57 |      19
   1823 | 2014-02-16 |   76 |      19
   1824 | 2014-02-12 |   25 |      17
   1825 | 2014-02-12 |   32 |      12
   1826 | 2014-02-14 |   50 |      15
   1827 | 2014-02-17 |   82 |      13
   1828 | 2014-02-10 |   16 |      14
   1829 | 2014-02-14 |   57 |      16
   1830 | 2014-02-12 |   50 |      15
   1831 | 2014-02-17 |   80 |      14
   1831 | 2014-02-10 |   22 |      14
   1832 | 2014-02-14 |   60 |      15
   1833 | 2014-02-13 |   45 |      13
   1833 | 2014-02-15 |   63 |      13
   1833 | 2014-02-12 |   32 |      13
   1834 | 2014-02-17 |   80 |      17
   1835 | 2014-02-16 |   73 |      15
   1836 | 2014-02-14 |   54 |      13
   1837 | 2014-02-17 |   80 |      17
   1838 | 2014-02-14 |   51 |      12
   1838 | 2014-02-11 |   18 |      12
   1839 | 2014-02-16 |   76 |      15
   1840 | 2014-02-14 |   55 |      18
   1841 | 2014-02-17 |   77 |      13
   1841 | 2014-02-12 |   35 |      13
   1842 | 2014-02-11 |   24 |      15
   1843 | 2014-02-10 |   13 |      14
   1844 | 2014-02-14 |   58 |      16
   1845 | 2014-02-13 |   51 |      15
   1846 | 2014-02-09 |    8 |      14
   1847 | 2014-02-10 |   16 |      14
   1848 | 2014-02-13 |   44 |      13
   1848 | 2014-02-15 |   60 |      13
   1849 | 2014-02-09 |    5 |      13
   1850 | 2014-02-12 |   29 |      14
   1851 | 2014-02-11 |   27 |      16
   1852 | 2014-02-16 |   73 |      14
   1853 | 2014-02-10 |   17 |      16
   1854 | 2014-02-17 |   87 |      14
   1855 | 2014-02-12 |   31 |      16
   1856 | 2014-02-16 |   74 |      17
   1857 | 2014-02-13 |   50 |      14
   1858 | 2014-02-12 |   27 |      12
   1859 | 2014-02-16 |   85 |      13
   1860 | 2014-02-11 |   27 |      14
   1861 | 2014-02-12 |   38 |      13
   1862 | 2014-02-11 |   19 |      13
   1862 | 2014-02-14 |   51 |      13
   1863 | 2014-02-16 |   87 |      15
   1863 | 2014-02-10 |   19 |      15
   1864 | 2014-02-14 |   62 |      14
   1864 | 2014-02-09 |   11 |      14
   1864 | 2014-02-16 |   88 |      14
   1865 | 2014-02-09 |    9 |      15
   1866 | 2014-02-10 |   12 |      12
   1867 | 2014-02-16 |   75 |      15
   1867 | 2014-02-09 |    7 |      15
   1868 | 2014-02-09 |   10 |      14
   1869 | 2014-02-12 |   41 |      16
   1870 | 2014-02-15 |   52 |      16
   1871 | 2014-02-11 |   18 |      12
   1872 | 2014-02-17 |   83 |      14
   1873 | 2014-02-17 |   85 |      13
   1874 | 2014-02-13 |   33 |      15
   1875 | 2014-02-13 |   61 |      17
   1876 | 2014-02-09 |    4 |      16
   1877 | 2014-02-17 |   71 |      12
   1877 | 2014-02-11 |   18 |      12
   1878 | 2014-02-17 |   81 |      15
   1879 | 2014-02-14 |   54 |      16
   1880 | 2014-02-14 |   61 |      17
   1881 | 2014-02-15 |   55 |      13
   1881 | 2014-02-09 |    3 |      13
   1882 | 2014-02-16 |   75 |      14
   1883 | 2014-02-17 |  105 |      16
   1883 | 2014-02-15 |   76 |      16
   1883 | 2014-02-10 |   19 |      16
   1884 | 2014-02-11 |   23 |      17
   1885 | 2014-02-09 |    4 |      15
   1886 | 2014-02-14 |   41 |      13
   1886 | 2014-02-13 |   28 |      13
   1887 | 2014-02-10 |   15 |      12
   1888 | 2014-02-15 |   63 |      15
   1888 | 2014-02-13 |   37 |      15
   1889 | 2014-02-17 |   68 |      16
   1890 | 2014-02-17 |   74 |      12
   1890 | 2014-02-16 |   62 |      12
   1891 | 2014-02-09 |    5 |      14
