 userid |   ddate    | tpos | lengthh 
   2685 | 2014-02-21 |  125 |      16
   2686 | 2014-02-16 |   91 |      18
   2687 | 2014-02-25 |  164 |      18
   2688 | 2014-02-13 |   44 |      15
   2688 | 2014-02-25 |  158 |      15
   2689 | 2014-02-19 |   99 |      17
   2690 | 2014-02-22 |  122 |      17
   2691 | 2014-02-24 |  156 |      16
   2692 | 2014-02-24 |  142 |      17
   2692 | 2014-02-26 |  170 |      17
   2693 | 2014-02-13 |   44 |      14
   2694 | 2014-02-22 |  149 |      16
   2695 | 2014-02-22 |  112 |      14
   2696 | 2014-02-22 |  129 |      16
   2697 | 2014-02-22 |  125 |      18
   2698 | 2014-02-09 |    4 |      14
   2698 | 2014-02-17 |   82 |      14
   2699 | 2014-02-14 |   65 |      16
   2699 | 2014-02-21 |  140 |      16
   2700 | 2014-02-23 |  140 |      15
   2701 | 2014-02-09 |    7 |      15
   2702 | 2014-02-24 |  166 |      16
   2702 | 2014-02-25 |  182 |      16
   2703 | 2014-02-17 |   76 |      17
   2704 | 2014-02-22 |  109 |      17
   2705 | 2014-02-11 |   21 |      16
   2705 | 2014-02-17 |   86 |      16
   2705 | 2014-02-12 |   37 |      16
   2706 | 2014-02-27 |  185 |      19
   2707 | 2014-02-23 |  143 |      14
   2708 | 2014-02-25 |  176 |      17
   2709 | 2014-02-27 |  175 |      15
   2709 | 2014-02-25 |  153 |      15
   2710 | 2014-02-26 |  165 |      18
   2711 | 2014-02-22 |  134 |      20
   2712 | 2014-02-16 |   68 |      16
   2713 | 2014-02-22 |  134 |      14
   2713 | 2014-02-27 |  190 |      14
   2714 | 2014-02-22 |  142 |      14
   2714 | 2014-02-18 |   97 |      14
   2714 | 2014-02-12 |   35 |      14
   2715 | 2014-02-21 |  114 |      15
   2716 | 2014-02-24 |  158 |      19
   2717 | 2014-02-11 |   20 |      20
   2718 | 2014-02-10 |   18 |      16
   2719 | 2014-02-22 |   98 |      13
   2719 | 2014-02-24 |  120 |      13
   2720 | 2014-02-22 |  142 |      15
   2721 | 2014-02-11 |   31 |      15
   2722 | 2014-02-11 |   22 |      18
   2723 | 2014-02-24 |  162 |      18
   2724 | 2014-02-27 |  188 |      21
   2725 | 2014-02-23 |  140 |      15
   2726 | 2014-02-20 |   87 |      14
   2726 | 2014-02-23 |  123 |      14
   2727 | 2014-02-11 |   29 |      16
   2728 | 2014-02-09 |    2 |      16
   2729 | 2014-02-09 |    6 |      15
   2729 | 2014-02-25 |  160 |      15
   2729 | 2014-02-14 |   50 |      15
   2730 | 2014-02-10 |   17 |      17
   2731 | 2014-02-20 |  105 |      17
   2732 | 2014-02-16 |   86 |      14
   2732 | 2014-02-12 |   40 |      14
   2733 | 2014-02-09 |    6 |      14
   2734 | 2014-02-13 |   47 |      16
   2735 | 2014-02-12 |   25 |      13
   2735 | 2014-02-09 |    3 |      13
   2735 | 2014-02-26 |  156 |      13
   2736 | 2014-02-14 |   58 |      13
   2737 | 2014-02-20 |  109 |      16
   2738 | 2014-02-12 |   26 |      15
   2739 | 2014-02-15 |   65 |      16
   2740 | 2014-02-25 |  168 |      17
   2741 | 2014-02-13 |   47 |      14
   2741 | 2014-02-09 |    3 |      14
   2742 | 2014-02-17 |   87 |      13
   2742 | 2014-02-19 |  113 |      13
   2742 | 2014-02-18 |  100 |      13
   2742 | 2014-02-16 |   74 |      13
   2743 | 2014-02-19 |  107 |      15
   2744 | 2014-02-23 |  151 |      17
   2744 | 2014-02-24 |  168 |      17
   2744 | 2014-02-12 |   42 |      17
   2745 | 2014-02-09 |    8 |      15
   2746 | 2014-02-09 |    8 |      14
   2747 | 2014-02-16 |   72 |      15
   2747 | 2014-02-21 |  128 |      15
   2747 | 2014-02-22 |  143 |      15
   2748 | 2014-02-09 |    7 |      14
   2748 | 2014-02-19 |  106 |      14
   2748 | 2014-02-20 |  120 |      14
   2748 | 2014-02-22 |  147 |      14
   2749 | 2014-02-14 |   54 |      15
   2750 | 2014-02-23 |  137 |      21
   2751 | 2014-02-11 |   24 |      18
   2752 | 2014-02-19 |  120 |      16
   2753 | 2014-02-21 |  125 |      14
   2753 | 2014-02-17 |   81 |      14
   2754 | 2014-02-11 |   27 |      13
   2754 | 2014-02-12 |   40 |      13
   2754 | 2014-02-20 |  118 |      13
   2755 | 2014-02-19 |  101 |      15
   2756 | 2014-02-14 |   48 |      14
   2757 | 2014-02-24 |  151 |      17
   2758 | 2014-02-10 |   12 |      15
   2759 | 2014-02-20 |  115 |      13
   2760 | 2014-02-09 |    4 |      15
   2761 | 2014-02-17 |   86 |      14
   2762 | 2014-02-23 |  130 |      14
   2763 | 2014-02-10 |   13 |      15
   2764 | 2014-02-09 |    6 |      15
   2765 | 2014-02-27 |  166 |      16
   2766 | 2014-02-18 |   85 |      17
   2767 | 2014-02-20 |   91 |      17
   2768 | 2014-02-14 |   49 |      18
   2769 | 2014-02-20 |  115 |      19
   2770 | 2014-02-17 |   96 |      19
   2771 | 2014-02-23 |  142 |      18
   2772 | 2014-02-18 |   90 |      13
   2772 | 2014-02-16 |   68 |      13
   2773 | 2014-02-09 |    4 |      15
   2774 | 2014-02-17 |   70 |      20
   2775 | 2014-02-19 |  106 |      16
   2776 | 2014-02-27 |  178 |      19
   2777 | 2014-02-23 |  139 |      17
   2778 | 2014-02-15 |   72 |      18
   2779 | 2014-02-18 |  107 |      19
   2780 | 2014-02-27 |  169 |      15
   2781 | 2014-02-09 |    5 |      16
   2782 | 2014-02-11 |   24 |      14
   2783 | 2014-02-13 |   55 |      19
   2784 | 2014-02-23 |  163 |      19
   2785 | 2014-02-13 |   50 |      16
   2786 | 2014-02-14 |   53 |      16
   2787 | 2014-02-16 |   60 |      18
   2788 | 2014-02-11 |   19 |      15
   2788 | 2014-02-19 |  113 |      15
   2789 | 2014-02-27 |  180 |      17
   2790 | 2014-02-27 |  174 |      16
   2791 | 2014-02-21 |  117 |      19
   2792 | 2014-02-09 |    9 |      15
   2792 | 2014-02-17 |   95 |      15
   2793 | 2014-02-17 |   86 |      17
   2794 | 2014-02-16 |   82 |      15
   2794 | 2014-02-24 |  167 |      15
   2795 | 2014-02-24 |  164 |      15
   2796 | 2014-02-18 |   97 |      15
   2797 | 2014-02-19 |   99 |      15
   2797 | 2014-02-17 |   75 |      15
   2798 | 2014-02-20 |  129 |      18
   2799 | 2014-02-14 |   44 |      16
   2800 | 2014-02-26 |  159 |      18
   2801 | 2014-02-13 |   47 |      16
   2801 | 2014-02-25 |  194 |      16
   2801 | 2014-02-24 |  178 |      16
   2802 | 2014-02-18 |  100 |      17
   2803 | 2014-02-23 |  141 |      18
   2804 | 2014-02-16 |   67 |      16
   2805 | 2014-02-19 |  107 |      17
   2806 | 2014-02-21 |  127 |      18
   2807 | 2014-02-25 |  151 |      15
   2808 | 2014-02-25 |  170 |      16
   2809 | 2014-02-15 |   61 |      14
   2810 | 2014-02-19 |  109 |      14
   2810 | 2014-02-22 |  144 |      14
   2810 | 2014-02-13 |   44 |      14
   2810 | 2014-02-21 |  130 |      14
   2811 | 2014-02-21 |  121 |      15
   2812 | 2014-02-25 |  153 |      19
   2813 | 2014-02-25 |  174 |      16
   2814 | 2014-02-19 |   91 |      17
   2815 | 2014-02-18 |   96 |      18
   2816 | 2014-02-23 |  133 |      17
   2817 | 2014-02-14 |   56 |      15
   2818 | 2014-02-11 |   18 |      15
   2819 | 2014-02-10 |   22 |      16
   2820 | 2014-02-27 |  170 |      15
   2821 | 2014-02-19 |   88 |      17
   2822 | 2014-02-17 |   76 |      14
   2823 | 2014-02-16 |   75 |      15
   2824 | 2014-02-15 |   54 |      18
   2825 | 2014-02-14 |   48 |      16
   2825 | 2014-02-17 |   82 |      16
   2826 | 2014-02-17 |   73 |      17
   2827 | 2014-02-14 |   41 |      15
   2827 | 2014-02-24 |  131 |      15
   2828 | 2014-02-09 |    3 |      14
   2828 | 2014-02-18 |   87 |      14
   2828 | 2014-02-19 |  101 |      14
   2829 | 2014-02-26 |  161 |      14
   2830 | 2014-02-13 |   51 |      17
   2831 | 2014-02-26 |  183 |      17
   2832 | 2014-02-20 |  124 |      16
   2832 | 2014-02-19 |  108 |      16
   2833 | 2014-02-25 |  141 |      12
   2833 | 2014-02-18 |   85 |      12
   2834 | 2014-02-12 |   35 |      15
   2835 | 2014-02-13 |   58 |      16
   2835 | 2014-02-18 |  112 |      16
   2836 | 2014-02-23 |  118 |      14
   2837 | 2014-02-16 |   80 |      15
   2837 | 2014-02-11 |   35 |      15
   2838 | 2014-02-20 |  130 |      21
   2839 | 2014-02-20 |  104 |      18
   2840 | 2014-02-21 |  126 |      16
   2840 | 2014-02-16 |   75 |      16
   2841 | 2014-02-18 |   91 |      18
   2842 | 2014-02-19 |  104 |      18
   2843 | 2014-02-09 |    9 |      16
   2843 | 2014-02-22 |  137 |      16
   2844 | 2014-02-25 |  132 |      14
   2845 | 2014-02-24 |  153 |      18
   2846 | 2014-02-14 |   46 |      17
   2847 | 2014-02-15 |   56 |      15
   2848 | 2014-02-15 |   70 |      16
   2849 | 2014-02-18 |   95 |      20
   2850 | 2014-02-09 |    6 |      16
   2851 | 2014-02-25 |  169 |      17
   2852 | 2014-02-13 |   41 |      15
   2853 | 2014-02-22 |  124 |      15
   2854 | 2014-02-16 |   69 |      15
   2855 | 2014-02-19 |   97 |      14
   2856 | 2014-02-12 |   34 |      17
   2856 | 2014-02-09 |    2 |      17
   2857 | 2014-02-25 |  169 |      19
   2858 | 2014-02-26 |  169 |      15
   2859 | 2014-02-18 |  106 |      16
   2860 | 2014-02-22 |  125 |      13
   2861 | 2014-02-09 |    4 |      17
   2861 | 2014-02-14 |   59 |      17
   2862 | 2014-02-18 |   97 |      16
   2862 | 2014-02-25 |  174 |      16
   2863 | 2014-02-23 |  155 |      18
   2864 | 2014-02-16 |   58 |      17
   2865 | 2014-02-11 |   21 |      14
   2865 | 2014-02-25 |  154 |      14
   2865 | 2014-02-13 |   49 |      14
   2865 | 2014-02-12 |   35 |      14
   2866 | 2014-02-10 |   16 |      15
   2866 | 2014-02-15 |   68 |      15
   2867 | 2014-02-11 |   21 |      15
   2867 | 2014-02-26 |  178 |      15
   2868 | 2014-02-23 |  124 |      17
   2869 | 2014-02-27 |  168 |      20
   2870 | 2014-02-10 |   13 |      17
   2871 | 2014-02-26 |  195 |      18
   2872 | 2014-02-24 |  157 |      20
   2873 | 2014-02-22 |  131 |      16
   2873 | 2014-02-20 |  103 |      16
   2874 | 2014-02-12 |   43 |      17
   2874 | 2014-02-21 |  150 |      17
   2875 | 2014-02-12 |   37 |      17
   2876 | 2014-02-10 |   12 |      16
   2877 | 2014-02-15 |   61 |      14
   2878 | 2014-02-18 |   84 |      18
   2879 | 2014-02-15 |   61 |      15
   2880 | 2014-02-18 |   98 |      16
   2881 | 2014-02-11 |   20 |      16
   2882 | 2014-02-20 |  113 |      18
   2883 | 2014-02-17 |   80 |      15
   2884 | 2014-02-09 |    5 |      16
   2884 | 2014-02-11 |   30 |      16
   2884 | 2014-02-24 |  171 |      16
   2885 | 2014-02-15 |   53 |      16
   2886 | 2014-02-11 |   25 |      16
   2886 | 2014-02-24 |  159 |      16
   2887 | 2014-02-27 |  170 |      15
   2888 | 2014-02-26 |  165 |      14
   2889 | 2014-02-22 |  143 |      16
   2890 | 2014-02-25 |  161 |      15
   2891 | 2014-02-14 |   55 |      15
   2892 | 2014-02-16 |   84 |      17
   2893 | 2014-02-21 |  109 |      14
   2894 | 2014-02-09 |    9 |      16
   2895 | 2014-02-21 |  130 |      19
   2896 | 2014-02-20 |  130 |      19
   2896 | 2014-02-22 |  157 |      19
   2897 | 2014-02-17 |   74 |      15
   2898 | 2014-02-15 |   55 |      20
   2899 | 2014-02-17 |   73 |      21
   2900 | 2014-02-16 |   71 |      15
   2900 | 2014-02-09 |    4 |      15
   2901 | 2014-02-10 |   16 |      18
   2902 | 2014-02-21 |  110 |      15
   2903 | 2014-02-18 |   99 |      18
   2904 | 2014-02-12 |   38 |      16
   2905 | 2014-02-23 |  130 |      17
   2906 | 2014-02-13 |   50 |      16
   2907 | 2014-02-25 |  142 |      15
   2907 | 2014-02-15 |   70 |      15
   2908 | 2014-02-24 |  164 |      17
   2909 | 2014-02-15 |   69 |      18
   2910 | 2014-02-17 |   78 |      19
   2911 | 2014-02-27 |  156 |      15
   2912 | 2014-02-12 |   40 |      17
   2912 | 2014-02-09 |    6 |      17
   2913 | 2014-02-10 |   20 |      17
   2914 | 2014-02-19 |  102 |      18
   2915 | 2014-02-24 |  176 |      17
   2916 | 2014-02-10 |   20 |      17
   2917 | 2014-02-19 |  114 |      17
   2918 | 2014-02-20 |  114 |      17
   2919 | 2014-02-12 |   34 |      15
   2920 | 2014-02-17 |   79 |      19
   2921 | 2014-02-15 |   72 |      17
   2922 | 2014-02-23 |  152 |      15
   2923 | 2014-02-19 |   99 |      16
   2924 | 2014-02-12 |   36 |      15
   2925 | 2014-02-18 |  106 |      18
   2926 | 2014-02-22 |  119 |      14
   2927 | 2014-02-24 |  147 |      15
   2928 | 2014-02-16 |   66 |      15
   2928 | 2014-02-17 |   81 |      15
   2929 | 2014-02-16 |   79 |      14
   2929 | 2014-02-10 |   19 |      14
   2930 | 2014-02-09 |    8 |      16
   2931 | 2014-02-15 |   63 |      16
   2932 | 2014-02-09 |    4 |      14
   2933 | 2014-02-24 |  128 |      17
   2934 | 2014-02-15 |   68 |      14
   2935 | 2014-02-19 |  113 |      15
   2935 | 2014-02-16 |   82 |      15
   2936 | 2014-02-15 |   63 |      17
   2937 | 2014-02-23 |  141 |      16
   2938 | 2014-02-27 |  172 |      17
   2939 | 2014-02-19 |  107 |      16
   2939 | 2014-02-22 |  142 |      16
   2939 | 2014-02-26 |  185 |      16
   2940 | 2014-02-10 |   20 |      17
   2941 | 2014-02-22 |  147 |      16
   2941 | 2014-02-23 |  163 |      16
   2942 | 2014-02-23 |  126 |      17
   2943 | 2014-02-13 |   42 |      14
   2944 | 2014-02-27 |  173 |      13
   2945 | 2014-02-13 |   36 |      15
   2945 | 2014-02-10 |   13 |      15
   2946 | 2014-02-10 |   10 |      15
   2946 | 2014-02-27 |  166 |      15
   2946 | 2014-02-19 |   94 |      15
   2947 | 2014-02-16 |   75 |      14
   2947 | 2014-02-11 |   28 |      14
   2947 | 2014-02-12 |   42 |      14
   2947 | 2014-02-21 |  128 |      14
   2948 | 2014-02-22 |  156 |      16
   2949 | 2014-02-16 |   68 |      15
   2950 | 2014-02-11 |   26 |      15
   2950 | 2014-02-22 |  130 |      15
   2951 | 2014-02-24 |  133 |      14
   2952 | 2014-02-20 |  120 |      18
   2953 | 2014-02-27 |  160 |      17
   2954 | 2014-02-24 |  163 |      20
   2955 | 2014-02-18 |   86 |      17
   2956 | 2014-02-14 |   59 |      15
   2956 | 2014-02-15 |   74 |      15
   2957 | 2014-02-16 |   77 |      17
   2958 | 2014-02-12 |   30 |      18
   2959 | 2014-02-17 |   93 |      15
   2960 | 2014-02-25 |  147 |      15
   2961 | 2014-02-09 |    8 |      17
   2962 | 2014-02-17 |   82 |      14
   2963 | 2014-02-09 |    7 |      16
   2963 | 2014-02-23 |  145 |      16
   2963 | 2014-02-10 |   23 |      16
   2964 | 2014-02-13 |   49 |      14
   2964 | 2014-02-17 |   85 |      14
   2964 | 2014-02-09 |    8 |      14
   2965 | 2014-02-27 |  201 |      17
   2965 | 2014-02-16 |   72 |      17
   2966 | 2014-02-14 |   56 |      16
   2967 | 2014-02-24 |  166 |      17
   2968 | 2014-02-24 |  142 |      16
   2969 | 2014-02-25 |  165 |      15
   2969 | 2014-02-15 |   69 |      15
   2970 | 2014-02-19 |   96 |      15
   2971 | 2014-02-26 |  160 |      16
   2972 | 2014-02-19 |  104 |      18
   2973 | 2014-02-16 |   66 |      16
   2974 | 2014-02-25 |  135 |      15
   2975 | 2014-02-10 |   10 |      16
   2975 | 2014-02-22 |  138 |      16
   2976 | 2014-02-18 |   93 |      17
   2976 | 2014-02-09 |    5 |      17
   2976 | 2014-02-22 |  137 |      17
   2977 | 2014-02-12 |   34 |      17
   2978 | 2014-02-24 |  159 |      15
   2978 | 2014-02-21 |  124 |      15
   2979 | 2014-02-24 |  161 |      16
   2980 | 2014-02-16 |   62 |      15
   2981 | 2014-02-21 |  136 |      15
   2982 | 2014-02-18 |   97 |      17
   2982 | 2014-02-11 |   28 |      17
   2983 | 2014-02-09 |    8 |      15
   2984 | 2014-02-25 |  172 |      14
   2984 | 2014-02-13 |   50 |      14
   2984 | 2014-02-18 |   97 |      14
   2985 | 2014-02-25 |  159 |      21
   2986 | 2014-02-11 |   32 |      17
   2987 | 2014-02-11 |   27 |      17
   2988 | 2014-02-13 |   44 |      14
   2988 | 2014-02-09 |    4 |      14
   2989 | 2014-02-09 |    8 |      19
   2990 | 2014-02-23 |  143 |      16
   2991 | 2014-02-22 |  133 |      16
   2992 | 2014-02-13 |   46 |      16
   2993 | 2014-02-24 |  136 |      13
   2994 | 2014-02-24 |  162 |      16
   2994 | 2014-02-14 |   53 |      16
   2994 | 2014-02-16 |   80 |      16
   2995 | 2014-02-09 |    3 |      17
   2996 | 2014-02-12 |   38 |      18
   2997 | 2014-02-16 |   56 |      19
   2998 | 2014-02-11 |   29 |      15
   2999 | 2014-02-19 |  101 |      14
   3000 | 2014-02-10 |   16 |      13
   3001 | 2014-02-09 |    5 |      15
   3002 | 2014-02-21 |  122 |      17
   3003 | 2014-02-20 |  115 |      18
   3004 | 2014-02-23 |  142 |      20
   3005 | 2014-02-11 |   26 |      15
   3006 | 2014-02-09 |    8 |      15
   3007 | 2014-02-10 |   20 |      18
   3008 | 2014-02-25 |  173 |      15
   3009 | 2014-02-23 |  109 |      14
   3010 | 2014-02-13 |   49 |      15
   3011 | 2014-02-25 |  154 |      15
   3011 | 2014-02-23 |  128 |      15
   3012 | 2014-02-10 |   13 |      16
   3013 | 2014-02-11 |   31 |      15
   3014 | 2014-02-15 |   51 |      20
   3015 | 2014-02-23 |  139 |      18
   3016 | 2014-02-17 |   88 |      14
   3017 | 2014-02-15 |   49 |      15
   3018 | 2014-02-19 |  107 |      16
   3019 | 2014-02-12 |   32 |      18
   3019 | 2014-02-22 |  142 |      18
   3020 | 2014-02-25 |  171 |      16
   3021 | 2014-02-19 |  110 |      17
   3022 | 2014-02-15 |   58 |      17
   3023 | 2014-02-14 |   48 |      17
   3024 | 2014-02-26 |  162 |      14
   3025 | 2014-02-19 |   94 |      15
   3026 | 2014-02-26 |  162 |      14
   3027 | 2014-02-24 |  136 |      13
   3027 | 2014-02-09 |    6 |      13
   3028 | 2014-02-12 |   31 |      15
   3029 | 2014-02-18 |  108 |      19
   3030 | 2014-02-09 |    5 |      15
   3031 | 2014-02-17 |   87 |      13
   3031 | 2014-02-10 |   24 |      13
   3031 | 2014-02-08 |    0 |      13
   3032 | 2014-02-13 |   45 |      15
   3033 | 2014-02-16 |   97 |      17
   3034 | 2014-02-13 |   47 |      16
   3034 | 2014-02-26 |  170 |      16
   3035 | 2014-02-10 |   21 |      17
   3035 | 2014-02-26 |  194 |      17
   3036 | 2014-02-21 |  117 |      15
   3037 | 2014-02-25 |  164 |      14
   3037 | 2014-02-20 |  109 |      14
   3038 | 2014-02-25 |  178 |      17
   3039 | 2014-02-21 |  136 |      19
   3040 | 2014-02-20 |  100 |      14
   3041 | 2014-02-10 |   17 |      14
   3041 | 2014-02-13 |   43 |      14
   3042 | 2014-02-15 |   48 |      12
   3042 | 2014-02-21 |   97 |      12
   3042 | 2014-02-25 |  135 |      12
   3043 | 2014-02-23 |  143 |      17
   3044 | 2014-02-18 |   91 |      17
   3045 | 2014-02-10 |   12 |      17
   3046 | 2014-02-26 |  164 |      15
   3047 | 2014-02-21 |  118 |      14
   3048 | 2014-02-12 |   32 |      17
   3049 | 2014-02-21 |  118 |      17
   3050 | 2014-02-13 |   51 |      16
   3050 | 2014-02-17 |   92 |      16
   3050 | 2014-02-23 |  162 |      16
   3051 | 2014-02-10 |   16 |      16
   3052 | 2014-02-21 |  107 |      16
   3053 | 2014-02-22 |  133 |      13
   3053 | 2014-02-15 |   58 |      13
   3053 | 2014-02-19 |  102 |      13
   3054 | 2014-02-13 |   37 |      14
   3054 | 2014-02-25 |  159 |      14
   3055 | 2014-02-11 |   25 |      14
   3056 | 2014-02-26 |  163 |      15
   3057 | 2014-02-26 |  193 |      16
   3058 | 2014-02-22 |  143 |      17
   3059 | 2014-02-19 |  111 |      15
   3059 | 2014-02-10 |   14 |      15
   3060 | 2014-02-09 |    7 |      16
   3061 | 2014-02-21 |  115 |      17
   3062 | 2014-02-24 |  124 |      17
   3063 | 2014-02-27 |  185 |      17
   3064 | 2014-02-27 |  187 |      16
   3065 | 2014-02-23 |  154 |      16
   3066 | 2014-02-25 |  152 |      16
   3067 | 2014-02-14 |   61 |      18
   3068 | 2014-02-13 |   56 |      16
   3069 | 2014-02-26 |  170 |      14
   3069 | 2014-02-14 |   52 |      14
   3069 | 2014-02-27 |  184 |      14
   3070 | 2014-02-12 |   34 |      16
   3071 | 2014-02-11 |   22 |      16
   3071 | 2014-02-17 |   86 |      16
   3072 | 2014-02-23 |  135 |      17
   3073 | 2014-02-25 |  161 |      16
   3073 | 2014-02-15 |   66 |      16
   3074 | 2014-02-25 |  157 |      14
   3075 | 2014-02-13 |   48 |      14
   3076 | 2014-02-10 |   22 |      17
   3076 | 2014-02-20 |  123 |      17
   3077 | 2014-02-20 |  105 |      15
   3078 | 2014-02-26 |  190 |      15
   3078 | 2014-02-16 |   80 |      15
   3078 | 2014-02-17 |   95 |      15
   3079 | 2014-02-16 |   80 |      18
   3080 | 2014-02-09 |    5 |      14
   3081 | 2014-02-13 |   47 |      17
   3082 | 2014-02-26 |  175 |      15
   3082 | 2014-02-15 |   64 |      15
   3083 | 2014-02-13 |   54 |      15
   3083 | 2014-02-16 |   90 |      15
   3084 | 2014-02-23 |  141 |      14
   3084 | 2014-02-11 |   25 |      14
   3085 | 2014-02-21 |  116 |      15
   3086 | 2014-02-26 |  172 |      15
   3087 | 2014-02-18 |   86 |      15
   3087 | 2014-02-24 |  150 |      15
   3088 | 2014-02-11 |   25 |      15
   3088 | 2014-02-14 |   50 |      15
   3088 | 2014-02-24 |  160 |      15
   3089 | 2014-02-26 |  190 |      16
   3090 | 2014-02-14 |   59 |      18
   3091 | 2014-02-20 |  116 |      16
   3092 | 2014-02-23 |  160 |      18
   3093 | 2014-02-24 |  161 |      17
   3094 | 2014-02-11 |   31 |      17
   3095 | 2014-02-18 |  107 |      16
   3095 | 2014-02-23 |  161 |      16
   3095 | 2014-02-16 |   79 |      16
   3096 | 2014-02-23 |  130 |      18
   3097 | 2014-02-24 |  152 |      16
   3098 | 2014-02-13 |   48 |      17
   3099 | 2014-02-11 |   31 |      18
   3100 | 2014-02-15 |   64 |      15
   3100 | 2014-02-22 |  125 |      15
   3101 | 2014-02-17 |   77 |      14
   3102 | 2014-02-22 |  156 |      17
   3103 | 2014-02-17 |   77 |      15
   3104 | 2014-02-20 |  108 |      15
   3105 | 2014-02-13 |   47 |      17
   3106 | 2014-02-22 |  120 |      15
   3106 | 2014-02-17 |   69 |      15
   3107 | 2014-02-25 |  169 |      20
   3108 | 2014-02-12 |   36 |      15
   3108 | 2014-02-24 |  147 |      15
   3109 | 2014-02-17 |   99 |      17
   3109 | 2014-02-25 |  190 |      17
   3110 | 2014-02-20 |  126 |      16
   3111 | 2014-02-18 |  108 |      18
   3112 | 2014-02-24 |  139 |      16
   3113 | 2014-02-14 |   67 |      17
   3114 | 2014-02-19 |   80 |      15
   3114 | 2014-02-26 |  156 |      15
   3115 | 2014-02-09 |    6 |      16
   3116 | 2014-02-27 |  186 |      15
   3117 | 2014-02-12 |   29 |      18
   3118 | 2014-02-19 |  106 |      16
   3119 | 2014-02-19 |   99 |      13
   3119 | 2014-02-18 |   86 |      13
   3120 | 2014-02-18 |   95 |      16
   3121 | 2014-02-23 |  131 |      17
   3122 | 2014-02-16 |   79 |      19
   3123 | 2014-02-19 |  122 |      17
   3124 | 2014-02-26 |  169 |      16
   3125 | 2014-02-11 |   23 |      16
   3126 | 2014-02-21 |  132 |      15
   3126 | 2014-02-11 |   24 |      15
   3127 | 2014-02-15 |   60 |      17
   3128 | 2014-02-17 |   78 |      19
   3129 | 2014-02-24 |  160 |      19
   3130 | 2014-02-19 |   86 |      11
   3130 | 2014-02-10 |   13 |      11
   3130 | 2014-02-26 |  147 |      11
   3131 | 2014-02-22 |  129 |      16
   3132 | 2014-02-11 |   21 |      14
   3132 | 2014-02-22 |  130 |      14
   3133 | 2014-02-10 |   11 |      15
   3134 | 2014-02-19 |   95 |      15
   3134 | 2014-02-22 |  127 |      15
   3135 | 2014-02-25 |  168 |      16
   3136 | 2014-02-20 |  116 |      17
   3137 | 2014-02-09 |   10 |      15
   3138 | 2014-02-20 |  141 |      15
   3138 | 2014-02-21 |  156 |      15
   3139 | 2014-02-25 |  135 |      12
   3139 | 2014-02-11 |   17 |      12
   3139 | 2014-02-14 |   43 |      12
   3139 | 2014-02-21 |  101 |      12
   3140 | 2014-02-13 |   45 |      16
   3141 | 2014-02-11 |   35 |      16
   3141 | 2014-02-16 |   93 |      16
   3142 | 2014-02-19 |  118 |      18
   3143 | 2014-02-22 |  143 |      17
   3144 | 2014-02-20 |  100 |      18
   3145 | 2014-02-18 |   75 |      17
   3146 | 2014-02-13 |   38 |      13
   3147 | 2014-02-09 |    9 |      16
   3148 | 2014-02-24 |  147 |      17
   3149 | 2014-02-24 |  125 |      14
   3150 | 2014-02-17 |   89 |      15
   3151 | 2014-02-22 |  143 |      14
   3151 | 2014-02-15 |   66 |      14
   3152 | 2014-02-27 |  188 |      18
   3153 | 2014-02-09 |    7 |      17
   3153 | 2014-02-20 |  137 |      17
   3154 | 2014-02-25 |  179 |      17
   3155 | 2014-02-20 |  114 |      16
   3156 | 2014-02-17 |   84 |      18
   3157 | 2014-02-22 |  130 |      17
   3157 | 2014-02-11 |   25 |      17
   3158 | 2014-02-21 |  117 |      15
   3159 | 2014-02-22 |  142 |      17
   3160 | 2014-02-23 |  145 |      14
   3161 | 2014-02-13 |   53 |      16
   3162 | 2014-02-17 |   79 |      16
   3163 | 2014-02-10 |   11 |      14
   3163 | 2014-02-18 |   91 |      14
   3163 | 2014-02-26 |  157 |      14
   3164 | 2014-02-20 |  113 |      15
   3165 | 2014-02-11 |   20 |      18
   3166 | 2014-02-22 |  130 |      16
   3167 | 2014-02-19 |  103 |      16
   3168 | 2014-02-24 |  146 |      17
   3169 | 2014-02-15 |   48 |      14
   3169 | 2014-02-23 |  123 |      14
   3170 | 2014-02-12 |   36 |      18
   3171 | 2014-02-20 |  115 |      16
   3172 | 2014-02-17 |   88 |      19
   3173 | 2014-02-13 |   47 |      16
   3174 | 2014-02-19 |  106 |      15
   3175 | 2014-02-13 |   49 |      18
   3176 | 2014-02-23 |  144 |      18
   3177 | 2014-02-17 |   91 |      14
   3177 | 2014-02-10 |   19 |      14
   3178 | 2014-02-21 |  142 |      15
   3179 | 2014-02-20 |  122 |      13
   3179 | 2014-02-15 |   68 |      13
   3179 | 2014-02-19 |  109 |      13
   3179 | 2014-02-11 |   25 |      13
   3180 | 2014-02-09 |    4 |      18
   3181 | 2014-02-15 |   48 |      17
   3182 | 2014-02-14 |   49 |      13
   3183 | 2014-02-10 |   10 |      16
   3184 | 2014-02-12 |   25 |      15
   3185 | 2014-02-18 |   76 |      16
   3186 | 2014-02-18 |   87 |      15
   3186 | 2014-02-17 |   72 |      15
   3187 | 2014-02-24 |  141 |      16
   3188 | 2014-02-15 |   58 |      20
   3189 | 2014-02-22 |  119 |      17
   3189 | 2014-02-12 |   25 |      17
   3190 | 2014-02-14 |   39 |      16
