 userid |   ddate    | tpos | lengthh 
    539 | 2014-02-17 |   96 |      14
    540 | 2014-02-10 |   14 |      17
    541 | 2014-02-10 |   19 |      15
    541 | 2014-02-17 |   92 |      15
    542 | 2014-02-11 |   26 |      17
    542 | 2014-02-17 |   87 |      17
    543 | 2014-02-15 |   56 |      13
    544 | 2014-02-10 |   12 |      18
    545 | 2014-02-12 |   31 |      16
    546 | 2014-02-14 |   69 |      14
    547 | 2014-02-14 |   49 |      18
    548 | 2014-02-13 |   38 |      14
    549 | 2014-02-15 |   64 |      15
    550 | 2014-02-14 |   54 |      14
    551 | 2014-02-14 |   60 |      13
    552 | 2014-02-12 |   29 |      14
    553 | 2014-02-10 |   18 |      15
    554 | 2014-02-12 |   44 |      15
    554 | 2014-02-13 |   59 |      15
    555 | 2014-02-09 |    6 |      17
    556 | 2014-02-15 |   76 |      16
    557 | 2014-02-17 |   79 |      18
    558 | 2014-02-11 |   24 |      14
    559 | 2014-02-09 |   10 |      13
    559 | 2014-02-13 |   49 |      13
    559 | 2014-02-15 |   71 |      13
    559 | 2014-02-16 |   84 |      13
    560 | 2014-02-16 |   69 |      13
    561 | 2014-02-16 |   90 |      16
    562 | 2014-02-14 |   55 |      15
    563 | 2014-02-10 |   14 |      15
    563 | 2014-02-11 |   29 |      15
    564 | 2014-02-16 |   69 |      15
    564 | 2014-02-17 |   84 |      15
    565 | 2014-02-11 |   31 |      14
    565 | 2014-02-16 |   80 |      14
    566 | 2014-02-15 |   65 |      12
    566 | 2014-02-17 |   83 |      12
    567 | 2014-02-14 |   45 |      14
    568 | 2014-02-09 |    2 |      13
    568 | 2014-02-12 |   33 |      13
    569 | 2014-02-14 |   50 |      14
    569 | 2014-02-15 |   64 |      14
    570 | 2014-02-09 |    5 |      20
    571 | 2014-02-09 |    6 |      16
    572 | 2014-02-10 |   16 |      14
    572 | 2014-02-15 |   76 |      14
    572 | 2014-02-16 |   90 |      14
    573 | 2014-02-13 |   52 |      15
    574 | 2014-02-10 |   18 |      14
    575 | 2014-02-09 |    3 |      14
    575 | 2014-02-17 |   89 |      14
    576 | 2014-02-12 |   30 |      19
    577 | 2014-02-14 |   55 |      16
    578 | 2014-02-09 |    9 |      13
    578 | 2014-02-10 |   22 |      13
    579 | 2014-02-16 |   67 |      14
    580 | 2014-02-09 |    8 |      17
    581 | 2014-02-16 |   76 |      18
    582 | 2014-02-10 |   14 |      12
    583 | 2014-02-11 |   24 |      14
    584 | 2014-02-15 |   53 |      12
    585 | 2014-02-09 |    8 |      17
    586 | 2014-02-11 |   26 |      16
    586 | 2014-02-13 |   54 |      16
    587 | 2014-02-17 |   77 |      15
    588 | 2014-02-15 |   66 |      16
    589 | 2014-02-14 |   46 |      12
    590 | 2014-02-13 |   45 |      13
    591 | 2014-02-11 |   26 |      14
    592 | 2014-02-12 |   25 |      17
    593 | 2014-02-09 |    8 |      13
    593 | 2014-02-10 |   21 |      13
    593 | 2014-02-11 |   34 |      13
    593 | 2014-02-14 |   66 |      13
    594 | 2014-02-15 |   65 |      16
    595 | 2014-02-10 |   16 |      16
    596 | 2014-02-13 |   42 |      14
    597 | 2014-02-11 |   34 |      15
    598 | 2014-02-10 |   14 |      16
    599 | 2014-02-11 |   27 |      14
    600 | 2014-02-09 |    6 |      15
    600 | 2014-02-17 |   88 |      15
    601 | 2014-02-11 |   20 |      13
    601 | 2014-02-16 |   76 |      13
    602 | 2014-02-09 |    5 |      17
    603 | 2014-02-12 |   30 |      17
    604 | 2014-02-09 |    8 |      15
    604 | 2014-02-11 |   37 |      15
    604 | 2014-02-12 |   52 |      15
    605 | 2014-02-09 |   10 |      14
    606 | 2014-02-09 |    8 |      18
    607 | 2014-02-13 |   46 |      18
    608 | 2014-02-12 |   37 |      13
    609 | 2014-02-16 |   79 |      15
    610 | 2014-02-11 |   27 |      15
    611 | 2014-02-09 |    0 |      14
    611 | 2014-02-11 |   23 |      14
    612 | 2014-02-13 |   39 |      21
    613 | 2014-02-16 |   60 |      17
    614 | 2014-02-13 |   39 |      16
    615 | 2014-02-09 |   11 |      15
    616 | 2014-02-14 |   47 |      15
    617 | 2014-02-10 |   19 |      17
    618 | 2014-02-17 |   95 |      15
    619 | 2014-02-11 |   26 |      17
    619 | 2014-02-17 |   89 |      17
    620 | 2014-02-12 |   27 |      16
    621 | 2014-02-12 |   35 |      17
    622 | 2014-02-15 |   68 |      16
    623 | 2014-02-08 |    0 |      13
    624 | 2014-02-14 |   50 |      14
    625 | 2014-02-11 |   20 |      13
    625 | 2014-02-14 |   56 |      13
    626 | 2014-02-15 |   82 |      20
    627 | 2014-02-17 |   80 |      17
    628 | 2014-02-15 |   65 |      12
    629 | 2014-02-13 |   42 |      16
    630 | 2014-02-10 |   22 |      17
    631 | 2014-02-13 |   40 |      14
    632 | 2014-02-09 |    7 |      20
    633 | 2014-02-17 |   76 |      13
    634 | 2014-02-14 |   56 |      15
    634 | 2014-02-17 |   89 |      15
    635 | 2014-02-10 |   11 |      13
    635 | 2014-02-16 |   68 |      13
    636 | 2014-02-11 |   23 |      12
    637 | 2014-02-10 |   19 |      17
    638 | 2014-02-16 |   86 |      17
    639 | 2014-02-14 |   37 |      16
    640 | 2014-02-09 |    6 |      15
    641 | 2014-02-10 |   17 |      12
    642 | 2014-02-10 |   16 |      13
    642 | 2014-02-11 |   29 |      13
    643 | 2014-02-15 |   68 |      13
    643 | 2014-02-17 |   93 |      13
    644 | 2014-02-09 |    1 |      14
    645 | 2014-02-09 |    7 |      15
    646 | 2014-02-13 |   51 |      14
    647 | 2014-02-10 |   18 |      13
    647 | 2014-02-11 |   31 |      13
    647 | 2014-02-15 |   76 |      13
    648 | 2014-02-17 |   68 |      12
    649 | 2014-02-09 |    1 |      15
    649 | 2014-02-13 |   48 |      15
    650 | 2014-02-10 |    9 |      12
    650 | 2014-02-14 |   40 |      12
    651 | 2014-02-14 |   49 |      13
    652 | 2014-02-11 |   26 |      17
    653 | 2014-02-11 |   29 |      16
    653 | 2014-02-13 |   56 |      16
    654 | 2014-02-13 |   40 |      13
    655 | 2014-02-16 |   75 |      14
    656 | 2014-02-13 |   43 |      13
    657 | 2014-02-15 |   58 |      20
    658 | 2014-02-10 |   22 |      17
    659 | 2014-02-13 |   46 |      19
    660 | 2014-02-13 |   31 |      12
    660 | 2014-02-16 |   59 |      12
    660 | 2014-02-17 |   71 |      12
    661 | 2014-02-14 |   55 |      17
    662 | 2014-02-12 |   36 |      15
    663 | 2014-02-09 |    0 |      14
    663 | 2014-02-17 |   73 |      14
    664 | 2014-02-12 |   28 |      22
    665 | 2014-02-12 |   38 |      14
    665 | 2014-02-14 |   61 |      14
    666 | 2014-02-10 |   22 |      17
    667 | 2014-02-10 |   20 |      15
    667 | 2014-02-13 |   55 |      15
    668 | 2014-02-11 |   31 |      14
    668 | 2014-02-15 |   71 |      14
    669 | 2014-02-12 |   27 |      11
    670 | 2014-02-14 |   55 |      17
    671 | 2014-02-12 |   23 |      13
    671 | 2014-02-16 |   62 |      13
    672 | 2014-02-10 |   15 |      13
    673 | 2014-02-10 |   12 |      13
    673 | 2014-02-14 |   51 |      13
    674 | 2014-02-16 |   56 |      13
    675 | 2014-02-11 |   30 |      16
    676 | 2014-02-17 |   91 |      16
    677 | 2014-02-15 |   58 |      19
    678 | 2014-02-17 |   79 |      14
    679 | 2014-02-13 |   43 |      16
    680 | 2014-02-09 |    7 |      16
    681 | 2014-02-15 |   56 |      14
    682 | 2014-02-17 |   84 |      15
    683 | 2014-02-11 |   23 |      14
    683 | 2014-02-16 |   68 |      14
    684 | 2014-02-10 |   19 |      14
    685 | 2014-02-12 |   36 |      12
    686 | 2014-02-12 |   36 |      17
    687 | 2014-02-17 |   68 |      17
    688 | 2014-02-13 |   38 |      11
    688 | 2014-02-15 |   54 |      11
    689 | 2014-02-16 |   87 |      16
    690 | 2014-02-11 |   26 |      16
    691 | 2014-02-09 |    3 |      13
    692 | 2014-02-16 |   82 |      14
    693 | 2014-02-13 |   41 |      16
    694 | 2014-02-12 |   35 |      16
    695 | 2014-02-13 |   40 |      16
    695 | 2014-02-15 |   68 |      16
    696 | 2014-02-12 |   38 |      16
    696 | 2014-02-16 |   90 |      16
    697 | 2014-02-09 |    5 |      14
    698 | 2014-02-17 |   87 |      18
    699 | 2014-02-09 |   10 |      15
    700 | 2014-02-10 |   13 |      18
    701 | 2014-02-17 |   98 |      18
    702 | 2014-02-16 |   87 |      16
    703 | 2014-02-15 |   77 |      16
    704 | 2014-02-11 |   20 |      12
    704 | 2014-02-17 |   72 |      12
    705 | 2014-02-11 |   25 |      16
    706 | 2014-02-14 |   51 |      13
    707 | 2014-02-14 |   53 |      14
    708 | 2014-02-16 |   72 |      17
    709 | 2014-02-16 |   71 |      16
    710 | 2014-02-13 |   42 |      17
    711 | 2014-02-13 |   50 |      14
    712 | 2014-02-13 |   49 |      15
    713 | 2014-02-13 |   36 |      15
    714 | 2014-02-16 |   76 |      14
    715 | 2014-02-12 |   39 |      14
    716 | 2014-02-15 |   66 |      16
    716 | 2014-02-17 |   89 |      16
    717 | 2014-02-11 |   27 |      14
    718 | 2014-02-15 |   71 |      17
    719 | 2014-02-16 |   76 |      14
    720 | 2014-02-12 |   47 |      14
    721 | 2014-02-11 |   29 |      18
    722 | 2014-02-12 |   35 |      13
    722 | 2014-02-16 |   71 |      13
    723 | 2014-02-09 |    4 |      16
    723 | 2014-02-10 |   20 |      16
    724 | 2014-02-09 |    5 |      13
    725 | 2014-02-13 |   44 |      14
    725 | 2014-02-17 |   87 |      14
    726 | 2014-02-17 |   75 |      14
    727 | 2014-02-09 |    7 |      15
    727 | 2014-02-12 |   46 |      15
    728 | 2014-02-15 |   63 |      13
    729 | 2014-02-10 |   14 |      12
    730 | 2014-02-15 |   59 |      14
    730 | 2014-02-17 |   81 |      14
    731 | 2014-02-10 |   17 |      14
    731 | 2014-02-11 |   31 |      14
    732 | 2014-02-10 |   16 |      19
    733 | 2014-02-09 |    7 |      17
    734 | 2014-02-10 |   15 |      14
    735 | 2014-02-15 |   73 |      16
    736 | 2014-02-14 |   40 |      11
    737 | 2014-02-12 |   25 |      13
    738 | 2014-02-10 |   19 |      15
    739 | 2014-02-09 |    6 |      16
    740 | 2014-02-14 |   55 |      15
    741 | 2014-02-12 |   31 |      17
    742 | 2014-02-16 |   77 |      17
    743 | 2014-02-10 |   15 |      14
    744 | 2014-02-10 |   21 |      15
    745 | 2014-02-12 |   39 |      18
    746 | 2014-02-13 |   45 |      16
    747 | 2014-02-14 |   54 |      15
    748 | 2014-02-11 |   24 |      17
    749 | 2014-02-17 |   77 |      13
    750 | 2014-02-09 |    7 |      12
    750 | 2014-02-11 |   22 |      12
    750 | 2014-02-13 |   41 |      12
    751 | 2014-02-12 |   39 |      18
    752 | 2014-02-12 |   34 |      14
    752 | 2014-02-17 |   82 |      14
    753 | 2014-02-14 |   43 |      12
    753 | 2014-02-16 |   62 |      12
    754 | 2014-02-16 |   77 |      17
    755 | 2014-02-10 |   20 |      16
    756 | 2014-02-14 |   46 |      16
    757 | 2014-02-13 |   35 |      13
    758 | 2014-02-13 |   40 |      15
    759 | 2014-02-13 |   35 |      12
    760 | 2014-02-10 |   17 |      12
    760 | 2014-02-14 |   55 |      12
    761 | 2014-02-15 |   80 |      18
    762 | 2014-02-14 |   55 |      13
    763 | 2014-02-09 |    9 |      14
    764 | 2014-02-14 |   52 |      12
    764 | 2014-02-16 |   70 |      12
    765 | 2014-02-17 |   89 |      14
    766 | 2014-02-12 |   34 |      15
    767 | 2014-02-16 |   77 |      14
    768 | 2014-02-09 |    7 |      14
    769 | 2014-02-16 |   58 |      12
    770 | 2014-02-09 |   10 |      16
    771 | 2014-02-16 |   72 |      14
    772 | 2014-02-13 |   44 |      14
    773 | 2014-02-09 |    3 |      18
    774 | 2014-02-09 |    4 |      12
    774 | 2014-02-10 |   16 |      12
    774 | 2014-02-11 |   28 |      12
    774 | 2014-02-13 |   43 |      12
    774 | 2014-02-15 |   64 |      12
    774 | 2014-02-16 |   76 |      12
    775 | 2014-02-13 |   50 |      16
    776 | 2014-02-13 |   42 |      16
    777 | 2014-02-09 |   11 |      14
    778 | 2014-02-17 |   83 |      17
    779 | 2014-02-13 |   55 |      15
    779 | 2014-02-17 |   97 |      15
    780 | 2014-02-09 |    4 |      15
    780 | 2014-02-14 |   56 |      15
    781 | 2014-02-10 |   11 |      14
    781 | 2014-02-14 |   59 |      14
    782 | 2014-02-10 |   18 |      15
    783 | 2014-02-10 |   18 |      14
    783 | 2014-02-15 |   70 |      14
    784 | 2014-02-09 |    9 |      13
    784 | 2014-02-14 |   61 |      13
    785 | 2014-02-12 |   35 |      18
    786 | 2014-02-09 |    5 |      15
    787 | 2014-02-17 |   86 |      17
    788 | 2014-02-17 |   87 |      16
    789 | 2014-02-11 |   20 |      15
    789 | 2014-02-17 |   80 |      15
    790 | 2014-02-17 |   79 |      15
    791 | 2014-02-17 |   85 |      16
    792 | 2014-02-16 |   86 |      16
    793 | 2014-02-11 |   29 |      12
    794 | 2014-02-15 |   56 |      17
    795 | 2014-02-16 |   82 |      16
    796 | 2014-02-14 |   54 |      14
    797 | 2014-02-13 |   30 |      10
    798 | 2014-02-12 |   29 |      16
    799 | 2014-02-11 |   27 |      18
    800 | 2014-02-11 |   27 |      13
    801 | 2014-02-17 |   68 |      18
    802 | 2014-02-13 |   44 |      16
    803 | 2014-02-10 |   13 |      17
    804 | 2014-02-09 |    8 |      12
    804 | 2014-02-10 |   20 |      12
    804 | 2014-02-16 |   74 |      12
    805 | 2014-02-13 |   59 |      18
    806 | 2014-02-10 |   14 |      12
    807 | 2014-02-13 |   43 |      14
    808 | 2014-02-14 |   63 |      20
    809 | 2014-02-12 |   42 |      16
    810 | 2014-02-15 |   73 |      14
    811 | 2014-02-12 |   29 |      14
    812 | 2014-02-11 |   30 |      14
    813 | 2014-02-12 |   35 |      17
    813 | 2014-02-14 |   62 |      17
    814 | 2014-02-17 |   93 |      16
    815 | 2014-02-14 |   63 |      16
    816 | 2014-02-12 |   34 |      17
    817 | 2014-02-12 |   24 |      13
    818 | 2014-02-15 |   75 |      17
    819 | 2014-02-10 |   20 |      15
    819 | 2014-02-12 |   48 |      15
    820 | 2014-02-17 |   71 |      12
    821 | 2014-02-12 |   29 |      12
    822 | 2014-02-11 |   28 |      14
    823 | 2014-02-12 |   32 |      14
    824 | 2014-02-12 |   30 |      13
    824 | 2014-02-15 |   60 |      13
    825 | 2014-02-12 |   29 |      13
    825 | 2014-02-15 |   62 |      13
    826 | 2014-02-15 |   56 |      20
    827 | 2014-02-16 |   90 |      18
    828 | 2014-02-09 |    7 |      15
    828 | 2014-02-13 |   57 |      15
    829 | 2014-02-09 |    2 |      14
    830 | 2014-02-13 |   40 |      16
    831 | 2014-02-09 |    6 |      17
    832 | 2014-02-11 |   25 |      18
    833 | 2014-02-16 |   73 |      13
    834 | 2014-02-16 |   81 |      19
    835 | 2014-02-12 |   35 |      16
    836 | 2014-02-09 |    5 |      12
    836 | 2014-02-13 |   39 |      12
    837 | 2014-02-11 |   32 |      16
    838 | 2014-02-11 |   17 |      13
    838 | 2014-02-14 |   50 |      13
    838 | 2014-02-16 |   73 |      13
    839 | 2014-02-10 |   11 |      12
    839 | 2014-02-13 |   38 |      12
    840 | 2014-02-16 |   75 |      13
    841 | 2014-02-16 |   85 |      15
    842 | 2014-02-12 |   27 |      14
    843 | 2014-02-14 |   43 |      16
    844 | 2014-02-12 |   30 |      11
    845 | 2014-02-12 |   37 |      16
    846 | 2014-02-12 |   37 |      14
    847 | 2014-02-09 |    2 |      13
    848 | 2014-02-10 |   19 |      15
    848 | 2014-02-13 |   62 |      15
    849 | 2014-02-13 |   40 |      13
    850 | 2014-02-17 |   98 |      19
    851 | 2014-02-11 |   22 |      15
    852 | 2014-02-17 |   67 |      12
    853 | 2014-02-13 |   41 |      18
    854 | 2014-02-13 |   42 |      17
    855 | 2014-02-16 |   81 |      18
    856 | 2014-02-17 |   89 |      15
    857 | 2014-02-11 |   26 |      16
    858 | 2014-02-09 |    5 |      21
    859 | 2014-02-17 |   90 |      16
    860 | 2014-02-10 |   17 |      13
    860 | 2014-02-16 |   79 |      13
    861 | 2014-02-10 |   16 |      14
    862 | 2014-02-09 |    9 |      13
    862 | 2014-02-12 |   40 |      13
    862 | 2014-02-16 |   78 |      13
    863 | 2014-02-16 |   76 |      16
    864 | 2014-02-12 |   40 |      15
    864 | 2014-02-17 |   94 |      15
    865 | 2014-02-12 |   33 |      14
    866 | 2014-02-09 |    2 |      10
    866 | 2014-02-13 |   33 |      10
    866 | 2014-02-17 |   63 |      10
    867 | 2014-02-12 |   36 |      13
    868 | 2014-02-14 |   60 |      16
    869 | 2014-02-11 |   27 |      15
    869 | 2014-02-14 |   65 |      15
    870 | 2014-02-13 |   32 |      14
    871 | 2014-02-11 |   24 |      16
    872 | 2014-02-10 |   15 |      14
    872 | 2014-02-16 |   75 |      14
    873 | 2014-02-13 |   47 |      14
    874 | 2014-02-13 |   32 |      15
    875 | 2014-02-14 |   55 |      14
    876 | 2014-02-15 |   58 |      15
    877 | 2014-02-12 |   36 |      15
    878 | 2014-02-14 |   53 |      16
    879 | 2014-02-09 |    6 |      15
    880 | 2014-02-17 |   89 |      15
    881 | 2014-02-14 |   51 |      17
    882 | 2014-02-15 |   58 |      15
    883 | 2014-02-09 |    8 |      15
    884 | 2014-02-10 |   18 |      14
    884 | 2014-02-14 |   58 |      14
    885 | 2014-02-09 |    6 |      16
    885 | 2014-02-13 |   45 |      16
    886 | 2014-02-13 |   53 |      17
    886 | 2014-02-17 |   99 |      17
    887 | 2014-02-09 |    4 |      17
    888 | 2014-02-13 |   43 |      14
    888 | 2014-02-14 |   57 |      14
    889 | 2014-02-14 |   43 |      15
    890 | 2014-02-16 |   80 |      17
    891 | 2014-02-16 |   86 |      19
    892 | 2014-02-10 |   16 |      13
    893 | 2014-02-13 |   47 |      14
    893 | 2014-02-16 |   73 |      14
    894 | 2014-02-17 |   76 |      14
    895 | 2014-02-14 |   54 |      14
    896 | 2014-02-17 |   74 |      14
    897 | 2014-02-16 |   75 |      15
    898 | 2014-02-13 |   39 |      13
    899 | 2014-02-10 |   11 |      14
    900 | 2014-02-10 |   11 |      14
    901 | 2014-02-11 |   18 |      15
    901 | 2014-02-12 |   33 |      15
    902 | 2014-02-16 |   66 |      14
    903 | 2014-02-12 |   35 |      15
    904 | 2014-02-09 |    2 |      13
    904 | 2014-02-14 |   58 |      13
    904 | 2014-02-16 |   80 |      13
    905 | 2014-02-09 |    7 |      16
    906 | 2014-02-14 |   68 |      19
    907 | 2014-02-13 |   48 |      15
    907 | 2014-02-16 |   84 |      15
    908 | 2014-02-12 |   36 |      12
    909 | 2014-02-13 |   52 |      15
    910 | 2014-02-14 |   56 |      17
    911 | 2014-02-12 |   27 |      14
    912 | 2014-02-10 |   14 |      10
    912 | 2014-02-16 |   63 |      10
    913 | 2014-02-16 |   88 |      16
    914 | 2014-02-12 |   33 |      15
    915 | 2014-02-17 |   80 |      17
    916 | 2014-02-10 |   19 |      13
    917 | 2014-02-12 |   38 |      14
    917 | 2014-02-14 |   60 |      14
    918 | 2014-02-17 |   92 |      15
    919 | 2014-02-09 |    3 |      14
    919 | 2014-02-11 |   27 |      14
    920 | 2014-02-12 |   37 |      13
    921 | 2014-02-09 |    6 |      14
    922 | 2014-02-11 |   20 |      15
    923 | 2014-02-12 |   33 |      15
    924 | 2014-02-16 |   88 |      16
    925 | 2014-02-17 |   97 |      16
    926 | 2014-02-12 |   34 |      15
    927 | 2014-02-10 |   14 |      12
    928 | 2014-02-16 |   80 |      14
    929 | 2014-02-10 |   16 |      16
    930 | 2014-02-16 |   70 |      17
    931 | 2014-02-17 |   87 |      14
    932 | 2014-02-10 |   18 |      15
    933 | 2014-02-16 |   71 |      13
    934 | 2014-02-11 |   24 |      14
    935 | 2014-02-17 |   68 |      11
    936 | 2014-02-11 |   26 |      16
    937 | 2014-02-17 |   78 |      13
    938 | 2014-02-17 |   72 |      14
    939 | 2014-02-14 |   53 |      14
    940 | 2014-02-09 |    7 |      16
    941 | 2014-02-16 |   70 |      13
    942 | 2014-02-13 |   45 |      14
    943 | 2014-02-11 |   28 |      13
    943 | 2014-02-16 |   78 |      13
    944 | 2014-02-10 |   14 |      13
    945 | 2014-02-17 |   70 |      13
    946 | 2014-02-15 |   60 |      18
    947 | 2014-02-11 |   29 |      14
    948 | 2014-02-12 |   33 |      13
    948 | 2014-02-14 |   58 |      13
    949 | 2014-02-16 |   76 |      17
    950 | 2014-02-15 |   71 |      15
    951 | 2014-02-12 |   37 |      13
    952 | 2014-02-16 |   79 |      14
    953 | 2014-02-15 |   63 |      15
    954 | 2014-02-09 |    8 |      14
    955 | 2014-02-11 |   31 |      17
    956 | 2014-02-15 |   47 |      16
    957 | 2014-02-12 |   27 |      13
    958 | 2014-02-09 |    8 |      16
    959 | 2014-02-16 |   91 |      16
    960 | 2014-02-16 |   70 |      18
    961 | 2014-02-11 |   24 |      18
    962 | 2014-02-10 |   18 |      17
    963 | 2014-02-11 |   28 |      16
    964 | 2014-02-13 |   54 |      16
    965 | 2014-02-17 |   86 |      14
    966 | 2014-02-15 |   65 |      17
    967 | 2014-02-13 |   34 |      15
    968 | 2014-02-14 |   51 |      18
    969 | 2014-02-17 |   93 |      17
    970 | 2014-02-15 |   68 |      15
    971 | 2014-02-11 |   18 |      12
    971 | 2014-02-17 |   74 |      12
    972 | 2014-02-16 |   65 |      14
    973 | 2014-02-17 |   83 |      17
    974 | 2014-02-13 |   32 |      15
    975 | 2014-02-15 |   59 |      15
    976 | 2014-02-17 |   97 |      14
    977 | 2014-02-14 |   55 |      16
    978 | 2014-02-10 |   22 |      15
    978 | 2014-02-16 |   86 |      15
    979 | 2014-02-09 |    6 |      14
    980 | 2014-02-09 |    9 |      14
    981 | 2014-02-14 |   47 |      20
    982 | 2014-02-17 |   75 |      12
    983 | 2014-02-10 |   17 |      15
    984 | 2014-02-16 |   82 |      16
    985 | 2014-02-15 |   67 |      17
    986 | 2014-02-16 |   80 |      15
    987 | 2014-02-10 |   21 |      14
    987 | 2014-02-12 |   47 |      14
    987 | 2014-02-14 |   73 |      14
    988 | 2014-02-13 |   45 |      15
    989 | 2014-02-13 |   36 |      17
    990 | 2014-02-12 |   34 |      14
    991 | 2014-02-14 |   52 |      14
    992 | 2014-02-13 |   30 |      18
    993 | 2014-02-09 |    6 |      17
    994 | 2014-02-13 |   43 |      15
    995 | 2014-02-13 |   52 |      17
    996 | 2014-02-10 |   18 |      14
    997 | 2014-02-09 |   10 |      17
    998 | 2014-02-12 |   28 |      13
    999 | 2014-02-15 |   64 |      14
(1266 rows)

