 userid |   ddate    | tpos | lengthh 
    531 | 2014-02-22 |  127 |      14
    532 | 2014-02-17 |   79 |      15
    532 | 2014-02-20 |  117 |      15
    533 | 2014-02-25 |  170 |      15
    534 | 2014-02-24 |  154 |      19
    535 | 2014-02-27 |  192 |      18
    536 | 2014-02-20 |  115 |      13
    536 | 2014-02-26 |  162 |      13
    536 | 2014-02-16 |   78 |      13
    537 | 2014-02-26 |  172 |      14
    537 | 2014-02-13 |   41 |      14
    538 | 2014-02-19 |   95 |      16
    539 | 2014-02-25 |  157 |      15
    540 | 2014-02-27 |  194 |      18
    541 | 2014-02-22 |  141 |      16
    542 | 2014-02-14 |   58 |      17
    543 | 2014-02-22 |  141 |      18
    544 | 2014-02-18 |   91 |      16
    545 | 2014-02-21 |  105 |      14
    546 | 2014-02-14 |   55 |      14
    547 | 2014-02-26 |  156 |      14
    548 | 2014-02-10 |    9 |      17
    549 | 2014-02-14 |   54 |      15
    550 | 2014-02-27 |  170 |      15
    550 | 2014-02-22 |  118 |      15
    550 | 2014-02-19 |   89 |      15
    551 | 2014-02-21 |  134 |      15
    552 | 2014-02-27 |  173 |      18
    553 | 2014-02-22 |  120 |      12
    553 | 2014-02-12 |   33 |      12
    553 | 2014-02-26 |  158 |      12
    554 | 2014-02-16 |   64 |      15
    554 | 2014-02-25 |  158 |      15
    555 | 2014-02-24 |  147 |      16
    556 | 2014-02-23 |  162 |      17
    557 | 2014-02-18 |   82 |      17
    558 | 2014-02-22 |  147 |      15
    558 | 2014-02-10 |   22 |      15
    559 | 2014-02-13 |   37 |      19
    560 | 2014-02-10 |   21 |      16
    561 | 2014-02-16 |   67 |      14
    562 | 2014-02-24 |  157 |      18
    563 | 2014-02-15 |   75 |      15
    564 | 2014-02-22 |  133 |      14
    564 | 2014-02-20 |  111 |      14
    565 | 2014-02-26 |  178 |      15
    565 | 2014-02-15 |   62 |      15
    565 | 2014-02-17 |   89 |      15
    566 | 2014-02-14 |   55 |      16
    567 | 2014-02-25 |  154 |      15
    567 | 2014-02-14 |   48 |      15
    568 | 2014-02-10 |   17 |      13
    568 | 2014-02-16 |   77 |      13
    569 | 2014-02-23 |  150 |      15
    570 | 2014-02-26 |  160 |      13
    570 | 2014-02-17 |   80 |      13
    571 | 2014-02-21 |  116 |      15
    572 | 2014-02-19 |   95 |      15
    573 | 2014-02-17 |   86 |      17
    574 | 2014-02-23 |  133 |      16
    575 | 2014-02-09 |    5 |      16
    575 | 2014-02-22 |  137 |      16
    576 | 2014-02-12 |   41 |      18
    577 | 2014-02-16 |   82 |      16
    577 | 2014-02-09 |    6 |      16
    578 | 2014-02-11 |   28 |      15
    579 | 2014-02-15 |   55 |      15
    580 | 2014-02-23 |  143 |      13
    580 | 2014-02-24 |  156 |      13
    580 | 2014-02-17 |   79 |      13
    581 | 2014-02-21 |  115 |      14
    581 | 2014-02-22 |  129 |      14
    582 | 2014-02-12 |   30 |      14
    583 | 2014-02-18 |   98 |      17
    584 | 2014-02-10 |   11 |      19
    585 | 2014-02-13 |   44 |      17
    586 | 2014-02-23 |  125 |      14
    587 | 2014-02-24 |  160 |      17
    588 | 2014-02-10 |   10 |      16
    589 | 2014-02-20 |  103 |      16
    590 | 2014-02-09 |    5 |      15
    591 | 2014-02-27 |  182 |      17
    591 | 2014-02-22 |  124 |      17
    592 | 2014-02-15 |   77 |      16
    592 | 2014-02-12 |   43 |      16
    593 | 2014-02-22 |  146 |      16
    594 | 2014-02-14 |   55 |      18
    595 | 2014-02-19 |  105 |      17
    596 | 2014-02-24 |  153 |      17
    597 | 2014-02-19 |   89 |      14
    598 | 2014-02-11 |   24 |      13
    598 | 2014-02-17 |   86 |      13
    599 | 2014-02-27 |  170 |      16
    600 | 2014-02-25 |  139 |      13
    601 | 2014-02-23 |  137 |      16
    602 | 2014-02-11 |   24 |      13
    603 | 2014-02-20 |  109 |      14
    603 | 2014-02-23 |  143 |      14
    603 | 2014-02-26 |  180 |      14
    604 | 2014-02-27 |  209 |      17
    604 | 2014-02-18 |   99 |      17
    605 | 2014-02-14 |   52 |      13
    605 | 2014-02-10 |   14 |      13
    605 | 2014-02-20 |  109 |      13
    605 | 2014-02-16 |   71 |      13
    606 | 2014-02-21 |  105 |      14
    606 | 2014-02-27 |  162 |      14
    607 | 2014-02-11 |   30 |      21
    608 | 2014-02-23 |  128 |      14
    609 | 2014-02-09 |    5 |      16
    610 | 2014-02-19 |  102 |      17
    611 | 2014-02-16 |   66 |      17
    612 | 2014-02-25 |  168 |      14
    613 | 2014-02-24 |  144 |      17
    614 | 2014-02-09 |    7 |      19
    615 | 2014-02-13 |   37 |      15
    616 | 2014-02-24 |  159 |      16
    616 | 2014-02-22 |  135 |      16
    617 | 2014-02-21 |  121 |      17
    618 | 2014-02-09 |    4 |      17
    619 | 2014-02-19 |  126 |      17
    620 | 2014-02-18 |   79 |      14
    620 | 2014-02-27 |  163 |      14
    621 | 2014-02-17 |   69 |      18
    622 | 2014-02-15 |   70 |      17
    623 | 2014-02-13 |   43 |      16
    624 | 2014-02-25 |  164 |      16
    625 | 2014-02-14 |   66 |      14
    625 | 2014-02-10 |   20 |      14
    626 | 2014-02-23 |  125 |      14
    627 | 2014-02-18 |   92 |      15
    628 | 2014-02-15 |   62 |      19
    629 | 2014-02-20 |  117 |      17
    630 | 2014-02-21 |  131 |      15
    631 | 2014-02-23 |  107 |      16
    632 | 2014-02-11 |   34 |      16
    633 | 2014-02-10 |   20 |      17
    634 | 2014-02-21 |  110 |      13
    634 | 2014-02-11 |   29 |      13
    635 | 2014-02-17 |   86 |      17
    636 | 2014-02-21 |  125 |      16
    637 | 2014-02-12 |   39 |      17
    638 | 2014-02-10 |   14 |      20
    639 | 2014-02-26 |  146 |      12
    640 | 2014-02-19 |   96 |      16
    641 | 2014-02-24 |  143 |      15
    642 | 2014-02-22 |  128 |      13
    642 | 2014-02-15 |   60 |      13
    643 | 2014-02-23 |  125 |      18
    644 | 2014-02-11 |   28 |      20
    645 | 2014-02-25 |  174 |      16
    645 | 2014-02-20 |  108 |      16
    646 | 2014-02-20 |  126 |      15
    646 | 2014-02-09 |    8 |      15
    646 | 2014-02-10 |   23 |      15
    647 | 2014-02-22 |  117 |      13
    647 | 2014-02-17 |   68 |      13
    648 | 2014-02-13 |   49 |      15
    649 | 2014-02-20 |  104 |      14
    649 | 2014-02-16 |   56 |      14
    650 | 2014-02-09 |    7 |      17
    651 | 2014-02-09 |    4 |      17
    652 | 2014-02-18 |   75 |      18
    653 | 2014-02-14 |   64 |      16
    654 | 2014-02-11 |   18 |      15
    655 | 2014-02-20 |  105 |      16
    656 | 2014-02-15 |   57 |      15
    657 | 2014-02-15 |   67 |      15
    658 | 2014-02-11 |   19 |      13
    658 | 2014-02-19 |   88 |      13
    659 | 2014-02-24 |  142 |      14
    660 | 2014-02-11 |   24 |      16
    660 | 2014-02-25 |  173 |      16
    661 | 2014-02-19 |   99 |      20
    662 | 2014-02-19 |   96 |      16
    663 | 2014-02-12 |   37 |      14
    663 | 2014-02-20 |  118 |      14
    664 | 2014-02-21 |  124 |      17
    665 | 2014-02-11 |   31 |      19
    666 | 2014-02-22 |  157 |      18
    666 | 2014-02-15 |   79 |      18
    667 | 2014-02-09 |    6 |      18
    668 | 2014-02-12 |   28 |      19
    669 | 2014-02-24 |  157 |      18
    670 | 2014-02-09 |    5 |      15
    670 | 2014-02-11 |   28 |      15
    671 | 2014-02-14 |   63 |      15
    672 | 2014-02-13 |   36 |      17
    673 | 2014-02-22 |  128 |      14
    674 | 2014-02-15 |   64 |      16
    675 | 2014-02-15 |   64 |      16
    675 | 2014-02-21 |  126 |      16
    676 | 2014-02-25 |  151 |      13
    677 | 2014-02-15 |   69 |      14
    678 | 2014-02-25 |  159 |      16
    678 | 2014-02-21 |  118 |      16
    679 | 2014-02-19 |   90 |      16
    680 | 2014-02-13 |   53 |      16
    681 | 2014-02-14 |   53 |      21
    682 | 2014-02-14 |   50 |      16
    683 | 2014-02-11 |   25 |      17
    684 | 2014-02-17 |   86 |      20
    685 | 2014-02-14 |   52 |      16
    686 | 2014-02-26 |  166 |      17
    687 | 2014-02-26 |  184 |      16
    688 | 2014-02-19 |  100 |      14
    689 | 2014-02-17 |   77 |      15
    689 | 2014-02-24 |  148 |      15
    690 | 2014-02-09 |    6 |      16
    691 | 2014-02-26 |  146 |      14
    692 | 2014-02-15 |   54 |      20
    693 | 2014-02-22 |  134 |      16
    693 | 2014-02-20 |  111 |      16
    694 | 2014-02-27 |  175 |      17
    694 | 2014-02-18 |   81 |      17
    695 | 2014-02-25 |  156 |      12
    696 | 2014-02-23 |  159 |      17
    697 | 2014-02-09 |    6 |      16
    698 | 2014-02-16 |   88 |      15
    699 | 2014-02-13 |   42 |      15
    700 | 2014-02-09 |    7 |      15
    701 | 2014-02-18 |  100 |      17
    702 | 2014-02-18 |   91 |      17
    703 | 2014-02-15 |   62 |      16
    704 | 2014-02-12 |   37 |      15
    705 | 2014-02-26 |  191 |      16
    705 | 2014-02-24 |  164 |      16
    706 | 2014-02-13 |   53 |      16
    707 | 2014-02-15 |   69 |      17
    708 | 2014-02-20 |  120 |      15
    709 | 2014-02-13 |   42 |      13
    710 | 2014-02-13 |   40 |      15
    711 | 2014-02-11 |   22 |      14
    712 | 2014-02-23 |  140 |      14
    713 | 2014-02-18 |  106 |      17
    714 | 2014-02-15 |   60 |      15
    715 | 2014-02-13 |   49 |      16
    716 | 2014-02-19 |  100 |      14
    717 | 2014-02-11 |   27 |      15
    717 | 2014-02-26 |  195 |      15
    717 | 2014-02-19 |  116 |      15
    718 | 2014-02-16 |   87 |      16
    718 | 2014-02-11 |   27 |      16
    719 | 2014-02-10 |   15 |      16
    719 | 2014-02-20 |  113 |      16
    720 | 2014-02-18 |   89 |      16
    721 | 2014-02-15 |   71 |      17
    722 | 2014-02-23 |  145 |      16
    723 | 2014-02-21 |  127 |      13
    723 | 2014-02-11 |   24 |      13
    723 | 2014-02-18 |   90 |      13
    724 | 2014-02-10 |   19 |      15
    724 | 2014-02-27 |  189 |      15
    724 | 2014-02-14 |   68 |      15
    725 | 2014-02-23 |  155 |      15
    725 | 2014-02-15 |   69 |      15
    726 | 2014-02-11 |   34 |      16
    727 | 2014-02-11 |   18 |      15
    728 | 2014-02-14 |   61 |      18
    729 | 2014-02-09 |    4 |      12
    729 | 2014-02-20 |  117 |      12
    729 | 2014-02-11 |   27 |      12
    730 | 2014-02-22 |  138 |      16
    730 | 2014-02-18 |   99 |      16
    731 | 2014-02-25 |  144 |      17
    732 | 2014-02-13 |   52 |      16
    732 | 2014-02-26 |  194 |      16
    733 | 2014-02-13 |   50 |      16
    733 | 2014-02-26 |  173 |      16
    734 | 2014-02-20 |  123 |      15
    735 | 2014-02-14 |   63 |      20
    736 | 2014-02-21 |  121 |      16
    737 | 2014-02-20 |  117 |      16
    737 | 2014-02-16 |   80 |      16
    738 | 2014-02-18 |   93 |      15
    739 | 2014-02-17 |   79 |      17
    740 | 2014-02-15 |   67 |      18
    741 | 2014-02-15 |   68 |      15
    741 | 2014-02-11 |   21 |      15
    742 | 2014-02-09 |    3 |      16
    743 | 2014-02-11 |   36 |      19
    744 | 2014-02-20 |   77 |      18
    745 | 2014-02-16 |   74 |      16
    746 | 2014-02-22 |  148 |      16
    747 | 2014-02-11 |   27 |      17
    747 | 2014-02-18 |  108 |      17
    748 | 2014-02-25 |  166 |      18
    749 | 2014-02-21 |  112 |      15
    749 | 2014-02-22 |  127 |      15
    750 | 2014-02-15 |   60 |      18
    751 | 2014-02-15 |   48 |      15
    752 | 2014-02-13 |   38 |      15
    753 | 2014-02-13 |   49 |      14
    753 | 2014-02-14 |   63 |      14
    754 | 2014-02-23 |  166 |      19
    755 | 2014-02-22 |  132 |      17
    755 | 2014-02-10 |   17 |      17
    756 | 2014-02-18 |  118 |      19
    757 | 2014-02-17 |   87 |      17
    758 | 2014-02-13 |   32 |      14
    758 | 2014-02-17 |   75 |      14
    759 | 2014-02-25 |  156 |      14
    759 | 2014-02-19 |   91 |      14
    760 | 2014-02-27 |  165 |      22
    761 | 2014-02-10 |   13 |      15
    762 | 2014-02-09 |    4 |      21
    763 | 2014-02-23 |  146 |      18
    763 | 2014-02-14 |   56 |      18
    764 | 2014-02-17 |   76 |      13
    765 | 2014-02-23 |  150 |      17
    766 | 2014-02-22 |  126 |      15
    767 | 2014-02-18 |  104 |      18
    768 | 2014-02-22 |  154 |      17
    769 | 2014-02-14 |   55 |      15
    769 | 2014-02-19 |  115 |      15
    770 | 2014-02-15 |   63 |      17
    771 | 2014-02-20 |  120 |      14
    771 | 2014-02-19 |  106 |      14
    771 | 2014-02-16 |   76 |      14
    771 | 2014-02-14 |   54 |      14
    772 | 2014-02-12 |   38 |      16
    772 | 2014-02-16 |   85 |      16
    773 | 2014-02-16 |   86 |      17
    774 | 2014-02-11 |   18 |      14
    775 | 2014-02-27 |  174 |      17
    776 | 2014-02-17 |   84 |      21
    777 | 2014-02-27 |  167 |      16
    778 | 2014-02-22 |  134 |      16
    779 | 2014-02-18 |   96 |      16
    780 | 2014-02-10 |   18 |      16
    780 | 2014-02-18 |  109 |      16
    781 | 2014-02-13 |   32 |      14
    782 | 2014-02-10 |   20 |      17
    783 | 2014-02-10 |   20 |      14
    784 | 2014-02-10 |   13 |      15
    785 | 2014-02-15 |   50 |      13
    785 | 2014-02-17 |   75 |      13
    786 | 2014-02-26 |  158 |      17
    787 | 2014-02-14 |   47 |      17
    788 | 2014-02-19 |  109 |      19
    789 | 2014-02-26 |  189 |      18
    790 | 2014-02-11 |   20 |      16
    791 | 2014-02-16 |   61 |      14
    792 | 2014-02-17 |   75 |      14
    792 | 2014-02-26 |  162 |      14
    793 | 2014-02-12 |   35 |      15
    793 | 2014-02-19 |  102 |      15
    794 | 2014-02-20 |  103 |      14
    794 | 2014-02-21 |  117 |      14
    795 | 2014-02-27 |  184 |      15
    796 | 2014-02-20 |  109 |      17
    797 | 2014-02-25 |  160 |      19
    798 | 2014-02-22 |  110 |      14
    799 | 2014-02-17 |   79 |      18
    800 | 2014-02-25 |  151 |      15
    801 | 2014-02-27 |  171 |      14
    802 | 2014-02-24 |  173 |      20
    803 | 2014-02-25 |  158 |      16
    804 | 2014-02-27 |  158 |      13
    804 | 2014-02-09 |    4 |      13
    805 | 2014-02-21 |  119 |      14
    805 | 2014-02-18 |   87 |      14
    805 | 2014-02-14 |   48 |      14
    806 | 2014-02-16 |   69 |      15
    806 | 2014-02-23 |  155 |      15
    806 | 2014-02-20 |  116 |      15
    807 | 2014-02-19 |  104 |      18
    808 | 2014-02-27 |  209 |      15
    808 | 2014-02-12 |   42 |      15
    808 | 2014-02-20 |  124 |      15
    809 | 2014-02-21 |  112 |      20
    810 | 2014-02-17 |   90 |      16
    811 | 2014-02-19 |   90 |      15
    812 | 2014-02-12 |   27 |      16
    813 | 2014-02-19 |  113 |      15
    814 | 2014-02-11 |   32 |      16
    814 | 2014-02-16 |   81 |      16
    814 | 2014-02-19 |  113 |      16
    815 | 2014-02-15 |   73 |      17
    815 | 2014-02-27 |  205 |      17
    816 | 2014-02-21 |  114 |      14
    817 | 2014-02-24 |  152 |      16
    818 | 2014-02-17 |   90 |      15
    819 | 2014-02-27 |  189 |      16
    820 | 2014-02-27 |  208 |      18
    821 | 2014-02-12 |   44 |      15
    822 | 2014-02-11 |   27 |      16
    823 | 2014-02-11 |   32 |      15
    823 | 2014-02-15 |   76 |      15
    824 | 2014-02-27 |  207 |      17
    825 | 2014-02-13 |   44 |      17
    826 | 2014-02-10 |   15 |      15
    827 | 2014-02-09 |    3 |      15
    828 | 2014-02-25 |  160 |      16
    829 | 2014-02-09 |    8 |      15
    829 | 2014-02-24 |  165 |      15
    830 | 2014-02-26 |  162 |      17
    831 | 2014-02-23 |  135 |      18
    832 | 2014-02-14 |   48 |      22
    833 | 2014-02-09 |    5 |      17
    833 | 2014-02-27 |  190 |      17
    834 | 2014-02-16 |   70 |      15
    834 | 2014-02-23 |  140 |      15
    835 | 2014-02-26 |  185 |      16
    835 | 2014-02-20 |  120 |      16
    836 | 2014-02-09 |    3 |      17
    837 | 2014-02-22 |  139 |      17
    838 | 2014-02-11 |   21 |      13
    838 | 2014-02-12 |   34 |      13
    839 | 2014-02-13 |   32 |      14
    840 | 2014-02-15 |   46 |      13
    841 | 2014-02-11 |   19 |      16
    842 | 2014-02-23 |  140 |      15
    843 | 2014-02-26 |  191 |      17
    844 | 2014-02-22 |  128 |      17
    845 | 2014-02-26 |  157 |      17
    846 | 2014-02-27 |  168 |      14
    846 | 2014-02-11 |   23 |      14
    847 | 2014-02-16 |   58 |      16
    848 | 2014-02-21 |  129 |      16
    849 | 2014-02-21 |  128 |      15
    850 | 2014-02-16 |   83 |      16
    850 | 2014-02-18 |  112 |      16
    850 | 2014-02-25 |  197 |      16
    851 | 2014-02-10 |   18 |      15
    852 | 2014-02-25 |  152 |      15
    853 | 2014-02-14 |   51 |      14
    854 | 2014-02-22 |  123 |      17
    854 | 2014-02-26 |  172 |      17
    855 | 2014-02-17 |   77 |      16
    856 | 2014-02-20 |  126 |      15
    857 | 2014-02-19 |  107 |      17
    858 | 2014-02-18 |   90 |      13
    858 | 2014-02-17 |   77 |      13
    858 | 2014-02-12 |   27 |      13
    858 | 2014-02-26 |  167 |      13
    858 | 2014-02-23 |  138 |      13
    859 | 2014-02-11 |   24 |      16
    860 | 2014-02-14 |   61 |      19
    861 | 2014-02-19 |  102 |      17
    862 | 2014-02-10 |   15 |      17
    862 | 2014-02-23 |  128 |      17
    863 | 2014-02-27 |  184 |      15
    864 | 2014-02-18 |   89 |      17
    865 | 2014-02-14 |   57 |      13
    865 | 2014-02-21 |  128 |      13
    865 | 2014-02-23 |  151 |      13
    865 | 2014-02-25 |  171 |      13
    866 | 2014-02-26 |  185 |      17
    867 | 2014-02-23 |  142 |      18
    868 | 2014-02-10 |   15 |      16
    869 | 2014-02-17 |   77 |      15
    870 | 2014-02-13 |   35 |      15
    870 | 2014-02-25 |  136 |      15
    871 | 2014-02-12 |   35 |      16
    872 | 2014-02-17 |   86 |      15
    873 | 2014-02-13 |   46 |      15
    874 | 2014-02-10 |   21 |      14
    874 | 2014-02-11 |   35 |      14
    875 | 2014-02-13 |   43 |      15
    876 | 2014-02-24 |  168 |      19
    877 | 2014-02-15 |   69 |      15
    878 | 2014-02-17 |   85 |      14
    879 | 2014-02-22 |  147 |      16
    880 | 2014-02-21 |  120 |      14
    881 | 2014-02-12 |   37 |      16
    882 | 2014-02-10 |   11 |      17
    883 | 2014-02-10 |   21 |      17
    883 | 2014-02-23 |  145 |      17
    884 | 2014-02-20 |  109 |      19
    885 | 2014-02-13 |   34 |      17
    886 | 2014-02-16 |   67 |      15
    886 | 2014-02-26 |  152 |      15
    887 | 2014-02-27 |  202 |      16
    888 | 2014-02-19 |   99 |      16
    889 | 2014-02-10 |   14 |      17
    890 | 2014-02-17 |   91 |      15
    890 | 2014-02-13 |   44 |      15
    890 | 2014-02-27 |  202 |      15
    891 | 2014-02-14 |   57 |      17
    892 | 2014-02-12 |   36 |      19
    893 | 2014-02-13 |   41 |      16
    894 | 2014-02-10 |   20 |      16
    895 | 2014-02-11 |   32 |      18
    896 | 2014-02-17 |   85 |      14
    896 | 2014-02-21 |  128 |      14
    896 | 2014-02-10 |   12 |      14
    897 | 2014-02-23 |  166 |      19
    897 | 2014-02-21 |  141 |      19
    898 | 2014-02-25 |  167 |      16
    899 | 2014-02-12 |   40 |      14
    900 | 2014-02-14 |   48 |      14
    900 | 2014-02-22 |  124 |      14
    900 | 2014-02-12 |   31 |      14
    901 | 2014-02-23 |  118 |      14
    901 | 2014-02-24 |  132 |      14
    902 | 2014-02-24 |  181 |      17
    902 | 2014-02-09 |    9 |      17
    903 | 2014-02-10 |   18 |      17
    904 | 2014-02-11 |   27 |      17
    905 | 2014-02-19 |  108 |      16
    906 | 2014-02-24 |  150 |      19
    907 | 2014-02-09 |    7 |      17
    908 | 2014-02-20 |  108 |      17
    909 | 2014-02-11 |   28 |      14
    909 | 2014-02-24 |  155 |      14
    910 | 2014-02-10 |    9 |      18
    911 | 2014-02-19 |  104 |      15
    912 | 2014-02-27 |  194 |      17
    913 | 2014-02-11 |   31 |      12
    914 | 2014-02-24 |  156 |      15
    914 | 2014-02-09 |    5 |      15
    915 | 2014-02-27 |  168 |      14
    915 | 2014-02-20 |  103 |      14
    915 | 2014-02-19 |   89 |      14
    915 | 2014-02-22 |  124 |      14
    916 | 2014-02-20 |  107 |      17
    917 | 2014-02-14 |   54 |      16
    918 | 2014-02-27 |  174 |      14
    918 | 2014-02-24 |  142 |      14
    919 | 2014-02-24 |  135 |      18
    920 | 2014-02-11 |   11 |      15
    921 | 2014-02-24 |  156 |      14
    922 | 2014-02-21 |  121 |      16
    923 | 2014-02-21 |  123 |      14
    924 | 2014-02-26 |  167 |      17
    925 | 2014-02-19 |  104 |      15
    925 | 2014-02-23 |  151 |      15
    926 | 2014-02-22 |  131 |      19
    927 | 2014-02-10 |   14 |      16
    928 | 2014-02-26 |  163 |      12
    928 | 2014-02-18 |   83 |      12
    929 | 2014-02-11 |   29 |      15
    929 | 2014-02-10 |   14 |      15
    930 | 2014-02-18 |  106 |      18
    931 | 2014-02-17 |   91 |      14
    931 | 2014-02-15 |   68 |      14
    932 | 2014-02-20 |  106 |      15
    933 | 2014-02-25 |  177 |      14
    933 | 2014-02-16 |   78 |      14
    934 | 2014-02-17 |   91 |      14
    935 | 2014-02-12 |   36 |      13
    936 | 2014-02-27 |  171 |      18
    937 | 2014-02-17 |   99 |      17
    938 | 2014-02-19 |  110 |      17
    939 | 2014-02-22 |  128 |      18
    940 | 2014-02-16 |   73 |      14
    940 | 2014-02-12 |   36 |      14
    941 | 2014-02-16 |   87 |      15
    941 | 2014-02-13 |   49 |      15
    942 | 2014-02-15 |   55 |      16
    943 | 2014-02-16 |   77 |      17
    944 | 2014-02-11 |   22 |      13
    945 | 2014-02-15 |   53 |      17
    946 | 2014-02-15 |   65 |      15
    946 | 2014-02-22 |  132 |      15
    947 | 2014-02-17 |   85 |      16
    948 | 2014-02-24 |  132 |      14
    948 | 2014-02-18 |   84 |      14
    949 | 2014-02-21 |  126 |      16
    949 | 2014-02-14 |   53 |      16
    950 | 2014-02-13 |   36 |      16
    950 | 2014-02-14 |   52 |      16
    951 | 2014-02-16 |   80 |      15
    951 | 2014-02-10 |   13 |      15
    952 | 2014-02-24 |  151 |      15
    952 | 2014-02-17 |   84 |      15
    953 | 2014-02-09 |    5 |      19
    954 | 2014-02-12 |   43 |      18
    955 | 2014-02-16 |   77 |      18
    956 | 2014-02-14 |   39 |      15
    957 | 2014-02-20 |  110 |      14
    958 | 2014-02-26 |  165 |      17
    959 | 2014-02-12 |   44 |      14
    959 | 2014-02-09 |    8 |      14
    960 | 2014-02-09 |    5 |      14
    960 | 2014-02-21 |  124 |      14
    960 | 2014-02-20 |  110 |      14
    961 | 2014-02-13 |   48 |      21
    962 | 2014-02-11 |   13 |      16
    963 | 2014-02-21 |  124 |      20
    964 | 2014-02-20 |  129 |      16
    964 | 2014-02-18 |  102 |      16
    965 | 2014-02-26 |  175 |      14
    965 | 2014-02-23 |  138 |      14
    965 | 2014-02-17 |   76 |      14
    966 | 2014-02-14 |   61 |      13
    966 | 2014-02-25 |  172 |      13
    967 | 2014-02-18 |   86 |      14
    968 | 2014-02-12 |   46 |      16
    968 | 2014-02-15 |   84 |      16
    968 | 2014-02-09 |    6 |      16
    969 | 2014-02-15 |   59 |      13
    969 | 2014-02-20 |  110 |      13
    970 | 2014-02-14 |   60 |      16
    970 | 2014-02-20 |  125 |      16
    971 | 2014-02-17 |   81 |      15
    972 | 2014-02-09 |    3 |      16
    972 | 2014-02-16 |   74 |      16
    973 | 2014-02-15 |   57 |      18
    974 | 2014-02-27 |  177 |      16
    975 | 2014-02-24 |  151 |      14
    976 | 2014-02-18 |  104 |      14
    977 | 2014-02-27 |  169 |      17
    978 | 2014-02-27 |  191 |      18
    979 | 2014-02-11 |   23 |      17
    980 | 2014-02-27 |  184 |      18
    981 | 2014-02-13 |   47 |      16
    982 | 2014-02-13 |   43 |      15
    983 | 2014-02-17 |   71 |      14
    984 | 2014-02-21 |  118 |      18
    985 | 2014-02-22 |  117 |      16
    986 | 2014-02-20 |   94 |      16
    986 | 2014-02-22 |  122 |      16
    987 | 2014-02-24 |  133 |      14
    988 | 2014-02-19 |  112 |      17
    989 | 2014-02-10 |   15 |      16
    990 | 2014-02-09 |    6 |      19
    991 | 2014-02-13 |   45 |      15
    992 | 2014-02-14 |   50 |      15
    992 | 2014-02-26 |  159 |      15
    993 | 2014-02-26 |  169 |      15
    993 | 2014-02-25 |  154 |      15
    994 | 2014-02-14 |   51 |      16
    995 | 2014-02-18 |   87 |      15
    996 | 2014-02-19 |   89 |      14
    997 | 2014-02-27 |  169 |      17
    998 | 2014-02-14 |   49 |      13
    999 | 2014-02-21 |  127 |      14
(1322 rows)

